set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
8454.566,300.75,502.27,417.64,0
8454.628,299.48,456.20,408.41,0
8454.675,299.48,456.20,408.41,0
8454.738,301.09,470.45,408.49,0
8454.8,304.94,427.46,388.93,0
8454.847,304.94,427.46,388.93,0
8454.91,301.53,424.58,367.27,0
8454.941,304.51,453.56,445.88,0
8454.988,304.51,453.56,445.88,0
8455.035,305.69,455.86,403.26,0
8455.097,305.69,455.86,403.26,0
8455.144,302.34,475.32,400.10,0
8455.202,301.93,466.67,407.54,0
8455.233,301.93,466.67,407.54,0
8455.28,301.74,480.72,419.26,0
8455.327,301.74,480.72,419.26,0
8455.358,304.52,424.15,391.79,0
8455.389,304.52,424.15,391.79,0
8455.436,304.52,424.15,391.79,0
8455.483,301.80,456.62,376.59,0
8455.53,301.80,456.62,376.59,0
8455.577,297.54,513.21,411.38,0
8455.639,303.91,458.82,418.65,0
8455.686,303.91,458.82,418.65,0
8455.733,294.28,492.55,392.80,0
8455.78,299.96,469.32,412.41,0
8455.842,299.96,469.32,412.41,0
8455.889,298.31,420.08,412.03,0
8455.936,298.31,420.08,412.03,0
8455.983,299.56,431.21,391.09,0
8456.014,299.56,431.21,391.09,0
8456.061,301.93,446.83,429.59,0
8456.108,301.93,446.83,429.59,0
8456.139,316.81,423.54,418.02,0
8456.17,316.81,423.54,418.02,0
8456.217,302.78,478.04,382.95,0
8456.249,302.78,478.04,382.95,0
8456.295,298.70,493.01,396.79,0
8456.342,298.70,493.01,396.79,0
8456.374,296.31,467.09,417.53,0
8456.42,296.31,467.09,417.53,0
8456.467,297.76,463.05,407.42,0
8456.499,297.76,463.05,407.42,0
8456.53,297.46,486.45,371.57,0
8456.577,297.46,486.45,371.57,0
8456.639,301.57,447.05,389.59,0
8456.702,301.57,447.05,389.59,0
8456.749,298.82,446.58,435.31,0
8456.795,300.03,457.42,415.83,0
8456.842,300.03,457.42,415.83,0
8456.874,299.81,456.50,405.28,0
8456.913,299.81,456.50,405.28,0
8456.96,300.40,476.51,350.46,0
8456.991,300.40,476.51,350.46,0
8457.038,300.97,503.07,415.26,0
8457.085,300.97,503.07,415.26,0
8457.116,301.55,469.19,414.03,0
8457.163,301.55,469.19,414.03,0
8457.205,297.78,473.21,399.67,0
8457.236,297.78,473.21,399.67,0
8457.267,297.78,473.21,399.67,0
8457.314,297.71,494.10,364.71,0
8457.345,297.71,494.10,364.71,0
8457.392,299.65,462.35,393.68,0
8457.424,299.65,462.35,393.68,0
8457.47,296.69,508.32,404.83,0
8457.517,296.69,508.32,404.83,0
8457.549,302.33,452.31,373.88,0
8457.595,302.33,452.31,373.88,0
8457.642,300.38,464.31,446.08,0
8457.674,300.38,464.31,446.08,0
8457.72,298.77,449.76,403.72,0
8457.752,298.77,449.76,403.72,0
8457.799,298.36,466.02,418.18,0
8457.83,298.36,466.02,418.18,0
8457.877,298.33,459.54,405.08,0
8457.908,298.33,459.54,405.08,0
8457.939,298.53,499.71,411.68,0
8457.986,298.53,499.71,411.68,0
8458.033,298.56,458.33,418.11,0
8458.064,298.56,458.33,418.11,0
8458.095,298.56,458.33,418.11,0
8458.142,300.91,468.18,414.62,0
8458.174,300.91,468.18,414.62,0
8458.236,300.65,459.22,414.76,0
8458.267,300.65,459.22,414.76,0
8458.307,300.44,485.99,411.21,0
8458.352,300.44,485.99,411.21,0
8458.399,298.66,480.60,1294.05,0
8458.445,298.66,480.60,1294.05,0
8458.508,299.29,440.56,1331.24,920.03
8458.539,301.88,472.40,1304.01,0
8458.586,301.88,472.40,1304.01,0
8458.633,299.92,466.92,1278.45,0
8458.68,299.92,466.92,1278.45,0
8458.727,297.26,477.65,1268.27,0
8458.789,297.26,477.65,1268.27,0
8458.82,296.88,482.57,1285.50,0
8458.867,296.88,482.57,1285.50,0
8458.914,297.53,452.32,1335.24,0
8458.961,297.53,452.32,1335.24,0
8459.024,300.28,485.42,1333.41,0
8459.07,300.48,458.35,1296.15,0
8459.102,300.48,458.35,1296.15,0
8459.149,301.58,464.42,1340.35,0
8459.191,301.58,464.42,1340.35,0
8459.222,297.72,458.49,1333.77,0
8459.284,297.72,458.49,1333.77,0
8459.316,296.78,472.81,1266.35,0
8459.363,296.78,472.81,1266.35,0
8459.394,291.96,490.25,1293.92,0
8459.441,291.96,490.25,1293.92,0
8459.472,293.32,497.21,1284.16,0
8459.519,293.32,497.21,1284.16,0
8459.55,298.31,460.81,1319.93,0
8459.597,298.31,460.81,1319.93,0
8459.628,297.31,448.51,1310.49,0
8459.675,297.31,448.51,1310.49,0
8459.722,299.08,476.05,1289.74,0
8459.753,299.08,476.05,1289.74,0
8459.8,304.37,465.03,1313.68,0
8459.847,304.37,465.03,1313.68,0
8459.894,300.89,429.62,1284.32,0
8459.925,300.89,429.62,1284.32,0
8459.956,296.77,489.44,1253.08,0
8460.003,296.77,489.44,1253.08,0
8460.05,302.66,457.19,1289.12,0
8460.097,302.66,457.19,1289.12,0
8460.139,299.04,476.65,1303.39,0
8460.186,299.04,476.65,1303.39,0
8460.225,297.84,466.32,1309.38,0
8460.272,297.84,466.32,1309.38,0
8460.341,298.89,464.14,1294.46,0
8460.372,295.54,467.12,1294.44,0
8460.406,295.54,467.12,1294.44,0
8460.458,295.54,467.12,1294.44,0
8460.489,294.87,496.71,1262.41,0
8460.528,294.87,496.71,1262.41,0
8460.574,301.74,419.01,1310.50,0
8460.608,301.74,419.01,1310.50,0
8460.66,301.85,453.89,1334.60,0
8460.707,301.85,453.89,1334.60,0
8460.754,298.67,469.84,1244.54,0
8460.8,297.22,501.96,1278.06,0
8460.847,297.22,501.96,1278.06,0
8460.91,298.39,463.83,1297.36,0
8460.957,298.39,463.83,1297.36,0
8460.988,298.91,466.16,1299.40,0
8461.035,298.91,466.16,1299.40,0
8461.082,292.34,491.42,1245.65,0
8461.129,298.85,429.99,1276.16,0
8461.161,298.85,429.99,1276.16,0
8461.202,298.85,429.99,1276.16,0
8461.249,302.04,445.97,1332.63,0
8461.296,299.71,489.78,1295.62,0
8461.343,299.71,489.78,1295.62,0
8461.39,295.45,482.86,1279.29,0
8461.437,295.45,482.86,1279.29,0
8461.468,297.52,471.00,1275.95,0
8461.515,297.52,471.00,1275.95,0
8461.546,297.00,430.40,1295.91,0
8461.593,297.00,430.40,1295.91,0
8461.64,299.58,419.14,1299.14,0
8461.671,299.58,419.14,1299.14,0
8461.718,299.58,419.14,1299.14,0
8461.765,307.25,504.47,1282.77,0
8461.796,307.25,504.47,1282.77,0
8461.843,300.16,425.84,1283.76,0
8461.874,300.16,425.84,1283.76,0
8461.952,298.06,461.37,1291.68,0
8461.999,303.15,478.10,1315.74,0
8462.046,303.15,478.10,1315.74,0
8462.093,302.05,446.09,1354.19,0
8462.124,302.05,446.09,1354.19,0
8462.187,297.85,479.47,1297.29,0
8462.234,297.36,459.40,1276.24,0
8462.265,297.36,459.40,1276.24,0
8462.312,296.84,515.26,1296.29,0
8462.359,296.84,515.26,1296.29,0
8462.406,301.24,426.51,1322.37,0
8462.453,301.24,426.51,1322.37,0
8462.484,302.34,471.93,1299.28,0
8462.531,302.34,471.93,1299.28,0
8462.562,295.61,462.55,1291.53,0
8462.615,295.61,462.55,1291.53,0
8462.646,294.10,483.81,1254.06,0
8462.693,294.10,483.81,1254.06,0
8462.74,300.20,411.56,1310.03,0
8462.787,300.20,411.56,1310.03,0
8462.834,296.95,459.08,1309.08,0
8462.865,296.95,459.08,1309.08,0
8462.912,296.28,454.84,1310.09,0
8462.959,296.28,454.84,1310.09,0
8463.006,303.94,428.45,1308.11,0
8463.037,303.94,428.45,1308.11,0
8463.084,300.09,456.20,1293.84,0
8463.115,300.09,456.20,1293.84,0
8463.162,297.50,462.45,1293.80,0
8463.204,297.50,462.45,1293.80,0
8463.251,300.11,442.79,1330.52,0
8463.282,300.11,442.79,1330.52,962.74

e
8454.566,300.75,502.27,417.64,0
8454.628,299.48,456.20,408.41,0
8454.675,299.48,456.20,408.41,0
8454.738,301.09,470.45,408.49,0
8454.8,304.94,427.46,388.93,0
8454.847,304.94,427.46,388.93,0
8454.91,301.53,424.58,367.27,0
8454.941,304.51,453.56,445.88,0
8454.988,304.51,453.56,445.88,0
8455.035,305.69,455.86,403.26,0
8455.097,305.69,455.86,403.26,0
8455.144,302.34,475.32,400.10,0
8455.202,301.93,466.67,407.54,0
8455.233,301.93,466.67,407.54,0
8455.28,301.74,480.72,419.26,0
8455.327,301.74,480.72,419.26,0
8455.358,304.52,424.15,391.79,0
8455.389,304.52,424.15,391.79,0
8455.436,304.52,424.15,391.79,0
8455.483,301.80,456.62,376.59,0
8455.53,301.80,456.62,376.59,0
8455.577,297.54,513.21,411.38,0
8455.639,303.91,458.82,418.65,0
8455.686,303.91,458.82,418.65,0
8455.733,294.28,492.55,392.80,0
8455.78,299.96,469.32,412.41,0
8455.842,299.96,469.32,412.41,0
8455.889,298.31,420.08,412.03,0
8455.936,298.31,420.08,412.03,0
8455.983,299.56,431.21,391.09,0
8456.014,299.56,431.21,391.09,0
8456.061,301.93,446.83,429.59,0
8456.108,301.93,446.83,429.59,0
8456.139,316.81,423.54,418.02,0
8456.17,316.81,423.54,418.02,0
8456.217,302.78,478.04,382.95,0
8456.249,302.78,478.04,382.95,0
8456.295,298.70,493.01,396.79,0
8456.342,298.70,493.01,396.79,0
8456.374,296.31,467.09,417.53,0
8456.42,296.31,467.09,417.53,0
8456.467,297.76,463.05,407.42,0
8456.499,297.76,463.05,407.42,0
8456.53,297.46,486.45,371.57,0
8456.577,297.46,486.45,371.57,0
8456.639,301.57,447.05,389.59,0
8456.702,301.57,447.05,389.59,0
8456.749,298.82,446.58,435.31,0
8456.795,300.03,457.42,415.83,0
8456.842,300.03,457.42,415.83,0
8456.874,299.81,456.50,405.28,0
8456.913,299.81,456.50,405.28,0
8456.96,300.40,476.51,350.46,0
8456.991,300.40,476.51,350.46,0
8457.038,300.97,503.07,415.26,0
8457.085,300.97,503.07,415.26,0
8457.116,301.55,469.19,414.03,0
8457.163,301.55,469.19,414.03,0
8457.205,297.78,473.21,399.67,0
8457.236,297.78,473.21,399.67,0
8457.267,297.78,473.21,399.67,0
8457.314,297.71,494.10,364.71,0
8457.345,297.71,494.10,364.71,0
8457.392,299.65,462.35,393.68,0
8457.424,299.65,462.35,393.68,0
8457.47,296.69,508.32,404.83,0
8457.517,296.69,508.32,404.83,0
8457.549,302.33,452.31,373.88,0
8457.595,302.33,452.31,373.88,0
8457.642,300.38,464.31,446.08,0
8457.674,300.38,464.31,446.08,0
8457.72,298.77,449.76,403.72,0
8457.752,298.77,449.76,403.72,0
8457.799,298.36,466.02,418.18,0
8457.83,298.36,466.02,418.18,0
8457.877,298.33,459.54,405.08,0
8457.908,298.33,459.54,405.08,0
8457.939,298.53,499.71,411.68,0
8457.986,298.53,499.71,411.68,0
8458.033,298.56,458.33,418.11,0
8458.064,298.56,458.33,418.11,0
8458.095,298.56,458.33,418.11,0
8458.142,300.91,468.18,414.62,0
8458.174,300.91,468.18,414.62,0
8458.236,300.65,459.22,414.76,0
8458.267,300.65,459.22,414.76,0
8458.307,300.44,485.99,411.21,0
8458.352,300.44,485.99,411.21,0
8458.399,298.66,480.60,1294.05,0
8458.445,298.66,480.60,1294.05,0
8458.508,299.29,440.56,1331.24,920.03
8458.539,301.88,472.40,1304.01,0
8458.586,301.88,472.40,1304.01,0
8458.633,299.92,466.92,1278.45,0
8458.68,299.92,466.92,1278.45,0
8458.727,297.26,477.65,1268.27,0
8458.789,297.26,477.65,1268.27,0
8458.82,296.88,482.57,1285.50,0
8458.867,296.88,482.57,1285.50,0
8458.914,297.53,452.32,1335.24,0
8458.961,297.53,452.32,1335.24,0
8459.024,300.28,485.42,1333.41,0
8459.07,300.48,458.35,1296.15,0
8459.102,300.48,458.35,1296.15,0
8459.149,301.58,464.42,1340.35,0
8459.191,301.58,464.42,1340.35,0
8459.222,297.72,458.49,1333.77,0
8459.284,297.72,458.49,1333.77,0
8459.316,296.78,472.81,1266.35,0
8459.363,296.78,472.81,1266.35,0
8459.394,291.96,490.25,1293.92,0
8459.441,291.96,490.25,1293.92,0
8459.472,293.32,497.21,1284.16,0
8459.519,293.32,497.21,1284.16,0
8459.55,298.31,460.81,1319.93,0
8459.597,298.31,460.81,1319.93,0
8459.628,297.31,448.51,1310.49,0
8459.675,297.31,448.51,1310.49,0
8459.722,299.08,476.05,1289.74,0
8459.753,299.08,476.05,1289.74,0
8459.8,304.37,465.03,1313.68,0
8459.847,304.37,465.03,1313.68,0
8459.894,300.89,429.62,1284.32,0
8459.925,300.89,429.62,1284.32,0
8459.956,296.77,489.44,1253.08,0
8460.003,296.77,489.44,1253.08,0
8460.05,302.66,457.19,1289.12,0
8460.097,302.66,457.19,1289.12,0
8460.139,299.04,476.65,1303.39,0
8460.186,299.04,476.65,1303.39,0
8460.225,297.84,466.32,1309.38,0
8460.272,297.84,466.32,1309.38,0
8460.341,298.89,464.14,1294.46,0
8460.372,295.54,467.12,1294.44,0
8460.406,295.54,467.12,1294.44,0
8460.458,295.54,467.12,1294.44,0
8460.489,294.87,496.71,1262.41,0
8460.528,294.87,496.71,1262.41,0
8460.574,301.74,419.01,1310.50,0
8460.608,301.74,419.01,1310.50,0
8460.66,301.85,453.89,1334.60,0
8460.707,301.85,453.89,1334.60,0
8460.754,298.67,469.84,1244.54,0
8460.8,297.22,501.96,1278.06,0
8460.847,297.22,501.96,1278.06,0
8460.91,298.39,463.83,1297.36,0
8460.957,298.39,463.83,1297.36,0
8460.988,298.91,466.16,1299.40,0
8461.035,298.91,466.16,1299.40,0
8461.082,292.34,491.42,1245.65,0
8461.129,298.85,429.99,1276.16,0
8461.161,298.85,429.99,1276.16,0
8461.202,298.85,429.99,1276.16,0
8461.249,302.04,445.97,1332.63,0
8461.296,299.71,489.78,1295.62,0
8461.343,299.71,489.78,1295.62,0
8461.39,295.45,482.86,1279.29,0
8461.437,295.45,482.86,1279.29,0
8461.468,297.52,471.00,1275.95,0
8461.515,297.52,471.00,1275.95,0
8461.546,297.00,430.40,1295.91,0
8461.593,297.00,430.40,1295.91,0
8461.64,299.58,419.14,1299.14,0
8461.671,299.58,419.14,1299.14,0
8461.718,299.58,419.14,1299.14,0
8461.765,307.25,504.47,1282.77,0
8461.796,307.25,504.47,1282.77,0
8461.843,300.16,425.84,1283.76,0
8461.874,300.16,425.84,1283.76,0
8461.952,298.06,461.37,1291.68,0
8461.999,303.15,478.10,1315.74,0
8462.046,303.15,478.10,1315.74,0
8462.093,302.05,446.09,1354.19,0
8462.124,302.05,446.09,1354.19,0
8462.187,297.85,479.47,1297.29,0
8462.234,297.36,459.40,1276.24,0
8462.265,297.36,459.40,1276.24,0
8462.312,296.84,515.26,1296.29,0
8462.359,296.84,515.26,1296.29,0
8462.406,301.24,426.51,1322.37,0
8462.453,301.24,426.51,1322.37,0
8462.484,302.34,471.93,1299.28,0
8462.531,302.34,471.93,1299.28,0
8462.562,295.61,462.55,1291.53,0
8462.615,295.61,462.55,1291.53,0
8462.646,294.10,483.81,1254.06,0
8462.693,294.10,483.81,1254.06,0
8462.74,300.20,411.56,1310.03,0
8462.787,300.20,411.56,1310.03,0
8462.834,296.95,459.08,1309.08,0
8462.865,296.95,459.08,1309.08,0
8462.912,296.28,454.84,1310.09,0
8462.959,296.28,454.84,1310.09,0
8463.006,303.94,428.45,1308.11,0
8463.037,303.94,428.45,1308.11,0
8463.084,300.09,456.20,1293.84,0
8463.115,300.09,456.20,1293.84,0
8463.162,297.50,462.45,1293.80,0
8463.204,297.50,462.45,1293.80,0
8463.251,300.11,442.79,1330.52,0
8463.282,300.11,442.79,1330.52,962.74

e
8454.566,300.75,502.27,417.64,0
8454.628,299.48,456.20,408.41,0
8454.675,299.48,456.20,408.41,0
8454.738,301.09,470.45,408.49,0
8454.8,304.94,427.46,388.93,0
8454.847,304.94,427.46,388.93,0
8454.91,301.53,424.58,367.27,0
8454.941,304.51,453.56,445.88,0
8454.988,304.51,453.56,445.88,0
8455.035,305.69,455.86,403.26,0
8455.097,305.69,455.86,403.26,0
8455.144,302.34,475.32,400.10,0
8455.202,301.93,466.67,407.54,0
8455.233,301.93,466.67,407.54,0
8455.28,301.74,480.72,419.26,0
8455.327,301.74,480.72,419.26,0
8455.358,304.52,424.15,391.79,0
8455.389,304.52,424.15,391.79,0
8455.436,304.52,424.15,391.79,0
8455.483,301.80,456.62,376.59,0
8455.53,301.80,456.62,376.59,0
8455.577,297.54,513.21,411.38,0
8455.639,303.91,458.82,418.65,0
8455.686,303.91,458.82,418.65,0
8455.733,294.28,492.55,392.80,0
8455.78,299.96,469.32,412.41,0
8455.842,299.96,469.32,412.41,0
8455.889,298.31,420.08,412.03,0
8455.936,298.31,420.08,412.03,0
8455.983,299.56,431.21,391.09,0
8456.014,299.56,431.21,391.09,0
8456.061,301.93,446.83,429.59,0
8456.108,301.93,446.83,429.59,0
8456.139,316.81,423.54,418.02,0
8456.17,316.81,423.54,418.02,0
8456.217,302.78,478.04,382.95,0
8456.249,302.78,478.04,382.95,0
8456.295,298.70,493.01,396.79,0
8456.342,298.70,493.01,396.79,0
8456.374,296.31,467.09,417.53,0
8456.42,296.31,467.09,417.53,0
8456.467,297.76,463.05,407.42,0
8456.499,297.76,463.05,407.42,0
8456.53,297.46,486.45,371.57,0
8456.577,297.46,486.45,371.57,0
8456.639,301.57,447.05,389.59,0
8456.702,301.57,447.05,389.59,0
8456.749,298.82,446.58,435.31,0
8456.795,300.03,457.42,415.83,0
8456.842,300.03,457.42,415.83,0
8456.874,299.81,456.50,405.28,0
8456.913,299.81,456.50,405.28,0
8456.96,300.40,476.51,350.46,0
8456.991,300.40,476.51,350.46,0
8457.038,300.97,503.07,415.26,0
8457.085,300.97,503.07,415.26,0
