set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
8945.012,404.50,465.06,370.51,0
8945.043,404.50,465.06,370.51,0
8945.09,403.41,491.55,372.44,0
8945.121,403.41,491.55,372.44,0
8945.158,403.01,514.68,415.14,0
8945.194,403.01,514.68,415.14,0
8945.241,400.11,509.62,391.08,0
8945.288,400.11,509.62,391.08,0
8945.335,407.77,482.79,443.19,0
8945.366,407.77,482.79,443.19,0
8945.413,406.14,491.31,406.21,0
8945.444,406.14,491.31,406.21,0
8945.491,407.29,470.52,443.04,0
8945.523,407.29,470.52,443.04,0
8945.569,407.48,463.83,431.06,0
8945.616,407.48,463.83,431.06,0
8945.648,407.57,532.75,390.08,0
8945.694,407.57,532.75,390.08,0
8945.726,404.93,483.52,410.52,0
8945.773,404.93,483.52,410.52,0
8945.819,400.05,472.86,378.24,0
8945.866,400.05,472.86,378.24,0
8945.897,400.04,478.62,378.13,0
8945.944,400.04,478.62,378.13,0
8945.976,405.74,468.85,437.45,0
8946.299,405.74,468.85,437.45,0
8946.424,404.41,507.38,434.46,0
8946.487,399.76,526.45,431.36,0
8946.533,399.76,526.45,431.36,0
8946.565,397.22,534.81,412.71,0
8946.612,397.22,534.81,412.71,0
8946.658,399.60,484.52,398.18,0
8946.69,399.60,484.52,398.18,0
8946.721,399.60,484.52,398.18,0
8946.768,403.15,463.01,405.58,0
8946.799,403.15,463.01,405.58,0
8946.846,403.62,483.48,426.92,0
8946.877,403.62,483.48,426.92,0
8946.955,397.13,506.37,392.71,0
8947.002,401.40,488.01,390.46,0
8947.033,401.40,488.01,390.46,0
8947.065,401.40,488.01,390.46,0
8947.111,403.85,480.64,432.09,0
8947.143,403.85,480.64,432.09,0
8947.205,403.94,458.18,384.75,0
8947.252,403.70,462.45,442.25,0
8947.283,403.70,462.45,442.25,0
8947.315,403.70,462.45,442.25,0
8947.362,407.26,448.79,415.75,0
8947.393,407.26,448.79,415.75,0
8947.455,405.83,444.97,372.57,0
8947.502,402.97,475.01,354.25,0
8947.58,398.49,518.35,359.24,0
8947.627,398.49,518.35,359.24,0
8947.674,397.21,535.96,829.89,0
8947.705,397.21,535.96,829.89,0
8947.752,400.01,529.52,1046.75,692.5
8947.799,400.01,529.52,1046.75,0
8947.83,399.32,531.50,828.43,0
8947.877,399.32,531.50,828.43,0
8947.908,404.41,495.10,752.02,0
8947.955,404.41,495.10,752.02,0
8948.002,408.15,432.79,743.69,0
8948.033,408.15,432.79,743.69,0
8948.065,408.15,432.79,743.69,0
8948.112,408.11,441.36,720.48,0
8948.143,408.11,441.36,720.48,0
8948.185,400.75,515.59,686.84,0
8948.232,400.75,515.59,686.84,0
8948.279,395.94,526.17,663.25,0
8948.341,399.39,477.51,635.62,0
8948.373,399.39,477.51,635.62,0
8948.419,401.93,504.29,675.34,0
8948.466,401.93,504.29,675.34,0
8948.513,406.70,459.37,671.71,0
8948.544,406.70,459.37,671.71,0
