set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
11975.925,270.93,496.90,468.20,0
11975.956,269.64,476.88,448.13,0
11976.003,269.64,476.88,448.13,0
11976.05,266.23,474.26,445.70,0
11976.097,266.23,474.26,445.70,0
11976.144,273.54,423.80,450.43,0
11976.202,269.37,473.57,428.31,0
11976.249,269.37,473.57,428.31,0
11976.28,270.21,477.84,453.08,0
11976.327,270.21,477.84,453.08,0
11976.374,273.54,448.47,444.24,0
11976.421,273.54,448.47,444.24,0
11976.467,273.80,436.48,433.96,0
11976.499,273.80,436.48,433.96,0
11976.53,273.80,436.48,433.96,0
11976.577,270.92,454.72,446.09,0
11976.608,270.92,454.72,446.09,0
11976.655,267.29,474.11,443.05,0
11976.697,267.29,474.11,443.05,0
11976.731,268.27,461.08,403.32,0
11976.764,268.27,461.08,403.32,0
11976.811,263.36,522.63,425.97,0
11976.843,263.36,522.63,425.97,0
11976.889,266.42,479.83,438.65,0
11976.936,266.42,479.83,438.65,0
11976.968,271.68,479.76,440.06,0
11977.014,271.68,479.76,440.06,0
11977.046,275.22,454.89,434.08,0
11977.093,275.22,454.89,434.08,0
11977.124,272.09,449.05,414.95,0
11977.171,272.09,449.05,414.95,0
11977.218,266.22,507.49,402.07,0
11977.249,266.22,507.49,402.07,0
11977.28,266.22,507.49,402.07,0
11977.327,270.73,451.83,407.65,0
11977.374,270.73,451.83,407.65,0
11977.421,275.35,433.84,458.33,0
11977.468,277.14,471.52,440.04,0
11977.499,277.14,471.52,440.04,0
11977.53,277.14,471.52,440.04,0
11977.577,290.78,432.17,438.15,0
11977.608,290.78,432.17,438.15,0
11977.655,270.54,476.20,444.05,0
11977.686,270.54,476.20,444.05,0
11977.733,269.77,490.72,472.46,0
11977.78,269.77,490.72,472.46,0
11977.811,272.28,466.46,483.85,0
11977.843,272.28,466.46,483.85,0
11977.89,270.07,476.79,430.38,0
11977.921,270.07,476.79,430.38,0
11977.968,266.13,496.33,382.54,0
11978.015,266.13,496.33,382.54,0
11978.061,264.65,500.31,405.61,0
11978.093,264.65,500.31,405.61,0
11978.124,267.89,481.69,415.98,0
11978.16,267.89,481.69,415.98,0
11978.197,267.89,481.69,415.98,0
11978.228,271.84,441.12,431.65,0
11978.26,271.84,441.12,431.65,0
11978.307,268.17,472.12,444.16,0
11978.338,268.17,472.12,444.16,0
11978.385,264.32,524.02,404.86,0
