set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
9245.463,399.51,493.40,320.64,0
9245.494,402.12,472.09,363.52,0
9245.526,402.12,472.09,363.52,0
9245.572,396.45,505.35,344.71,0
9245.604,396.45,505.35,344.71,0
9245.651,401.70,471.03,388.02,0
9245.682,401.70,471.03,388.02,0
9245.713,401.70,471.03,388.02,0
9245.76,395.84,492.23,348.60,0
9245.791,395.84,492.23,348.60,0
9245.838,396.40,508.00,400.57,0
9245.869,396.40,508.00,400.57,0
9245.916,397.13,499.75,356.84,0
9245.963,397.13,499.75,356.84,0
9246.01,398.46,513.67,385.36,0
9246.057,398.46,513.67,385.36,0
9246.088,400.17,452.80,336.95,0
9246.119,400.17,452.80,336.95,0
9246.166,399.72,491.48,368.47,0
9246.208,399.72,491.48,368.47,0
9246.24,399.56,486.55,377.34,0
9246.286,399.56,486.55,377.34,0
9246.349,399.84,484.86,351.92,0
9246.38,399.84,484.86,351.92,0
9246.427,402.50,475.08,370.47,0
9246.458,402.50,475.08,370.47,0
9246.505,401.48,505.10,380.20,0
9246.536,401.48,505.10,380.20,0
9246.583,396.85,504.91,363.08,0
9246.63,396.85,504.91,363.08,0
9246.662,399.31,503.77,369.10,0
9246.708,399.31,503.77,369.10,0
9246.755,397.22,521.74,367.39,0
9246.787,397.22,521.74,367.39,0
9246.833,400.14,493.16,358.57,0
9246.865,400.14,493.16,358.57,0
9246.912,400.14,493.16,358.57,0
9246.943,398.15,499.10,370.12,0
9246.974,398.15,499.10,370.12,0
9247.021,401.94,462.82,341.17,0
9247.068,401.94,462.82,341.17,0
9247.115,406.75,490.65,349.55,0
9247.146,406.75,490.65,349.55,0
9247.177,405.76,440.72,371.14,0
9247.224,405.76,440.72,371.14,0
9247.255,397.36,517.91,333.81,0
9247.302,397.36,517.91,333.81,0
9247.333,400.87,488.27,349.76,0
9247.396,400.87,488.27,349.76,0
9247.427,394.63,507.98,338.21,0
9247.474,394.63,507.98,338.21,0
9247.505,396.94,480.65,346.00,0
9247.552,396.94,480.65,346.00,0
9247.583,392.84,514.50,361.48,0
9247.63,392.84,514.50,361.48,0
9247.662,398.62,478.78,348.26,0
9247.708,398.62,478.78,348.26,0
9247.74,398.19,494.52,366.41,0
9247.787,398.19,494.52,366.41,0
9247.833,397.66,496.46,347.88,0
9247.865,397.66,496.46,347.88,0
9247.896,397.66,496.46,347.88,0
9247.958,401.23,472.38,386.88,0
9247.99,401.95,468.47,364.59,0
9248.037,401.95,468.47,364.59,0
9248.083,399.35,492.99,363.23,0
9248.115,399.35,492.99,363.23,0
9248.162,399.19,500.08,378.61,0
9248.204,399.19,500.08,378.61,0
9248.25,399.19,500.08,378.61,0
9248.282,399.27,522.26,329.95,0
9248.329,399.27,522.26,329.95,0
9248.36,403.38,479.61,383.15,0
9248.407,403.38,479.61,383.15,0
9248.438,398.55,490.53,337.48,0
9248.485,398.55,490.53,337.48,0
9248.516,402.37,471.77,401.38,0
9248.563,402.37,471.77,401.38,0
9248.594,394.32,526.36,352.85,0
9248.641,394.32,526.36,352.85,0
9248.688,401.34,498.68,357.95,0
9248.719,401.34,498.68,357.95,0
9248.766,405.37,478.59,382.15,0
9248.797,405.37,478.59,382.15,0
9248.844,403.78,463.25,325.57,0
9248.876,403.78,463.25,325.57,0
9248.922,403.78,463.25,325.57,0
9248.954,399.22,495.40,323.49,0
9249.001,401.56,473.52,329.88,0
9249.032,401.56,473.52,329.88,0
