set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
7658.025,308.61,479.93,384.68,0
7658.056,308.61,479.93,384.68,0
7658.103,338.83,481.83,420.75,0
7658.134,338.83,481.83,420.75,0
7658.166,338.83,481.83,420.75,0
7658.224,322.71,486.41,412.45,0
7658.27,308.56,477.73,380.84,0
7658.302,308.56,477.73,380.84,0
7658.333,308.56,477.73,380.84,0
7658.395,305.02,515.55,451.07,0
7658.427,303.28,483.31,408.68,0
7658.474,303.28,483.31,408.68,0
7658.52,299.99,500.07,429.54,0
7658.552,299.99,500.07,429.54,0
7658.583,299.99,500.07,429.54,0
7658.63,302.29,501.91,428.68,0
7658.661,302.29,501.91,428.68,0
7658.692,301.82,462.47,424.21,0
7658.739,301.82,462.47,424.21,0
7658.77,296.95,509.75,376.85,0
7658.817,296.95,509.75,376.85,0
7658.849,297.65,512.26,438.49,0
7658.895,297.65,512.26,438.49,0
7658.942,300.62,488.72,433.56,0
7658.974,300.62,488.72,433.56,0
7659.036,329.43,462.45,434.90,0
7659.067,329.43,462.45,434.90,0
7659.099,323.24,465.90,397.67,0
7659.145,323.24,465.90,397.67,0
7659.177,313.49,484.66,412.91,0
7659.224,313.49,484.66,412.91,0
7659.27,297.31,484.17,428.45,0
7659.302,297.31,484.17,428.45,0
7659.349,297.31,484.17,428.45,0
7659.38,304.73,493.30,443.07,0
7659.411,304.73,493.30,443.07,0
7659.458,297.70,496.88,401.41,0
7659.489,297.70,496.88,401.41,0
7659.552,304.92,437.29,401.51,0
7659.583,304.92,437.29,401.51,0
7659.614,299.47,468.13,410.77,0
7659.661,299.47,468.13,410.77,0
7659.692,313.20,462.31,424.75,0
7659.728,313.20,462.31,424.75,0
7659.763,307.93,471.05,414.29,0
7659.81,307.93,471.05,414.29,0
7659.841,302.62,473.73,422.89,0
7659.872,302.62,473.73,422.89,0
7659.919,302.62,473.73,422.89,0
7659.951,321.51,451.08,447.83,0
7659.997,321.51,451.08,447.83,0
7660.029,324.38,485.19,393.88,0
7660.076,324.38,485.19,393.88,0
7660.107,326.64,480.19,427.18,0
7660.138,326.64,480.19,427.18,0
7660.18,319.46,444.15,410.92,0
7660.211,319.46,444.15,410.92,0
7660.258,319.46,444.15,410.92,0
7660.289,326.25,479.00,403.05,0
7660.352,314.16,473.41,400.77,0
7660.399,314.16,473.41,400.77,0
7660.43,317.53,458.86,397.49,0
7660.477,317.53,458.86,397.49,0
7660.508,303.45,489.70,385.42,0
7660.555,303.45,489.70,385.42,0
7660.602,302.97,472.14,430.11,0
7660.649,302.97,472.14,430.11,0
7660.68,304.06,454.35,429.78,0
7660.721,304.06,454.35,429.78,0
7660.766,305.60,470.62,411.17,0
7660.797,305.60,470.62,411.17,0
7660.828,305.60,470.62,411.17,0
7660.875,307.16,481.88,360.17,0
7660.907,307.16,481.88,360.17,0
7660.953,299.05,482.18,371.43,0
7660.985,299.05,482.18,371.43,0
7661.016,301.54,512.75,451.93,0
7661.063,301.54,512.75,451.93,0
7661.094,297.03,488.06,375.34,0
7661.141,297.03,488.06,375.34,0
7661.183,300.34,500.85,391.92,0
7661.23,300.34,500.85,391.92,0
7661.261,298.18,484.12,404.20,0
7661.308,298.18,484.12,404.20,0
7661.339,296.76,492.07,389.65,0
7661.402,296.76,492.07,389.65,0
7661.433,296.96,523.72,376.09,0
7661.48,296.96,523.72,376.09,0
7661.511,301.25,474.29,440.45,0
7661.542,301.25,474.29,440.45,0
7661.589,301.25,474.29,440.45,0
7661.62,298.64,478.27,407.40,0
7661.667,298.64,478.27,407.40,0
7661.699,300.13,486.72,392.21,0
7661.745,300.13,486.72,392.21,0
7661.777,300.29,465.35,422.84,0
7661.824,300.29,465.35,422.84,0
7661.855,302.81,500.20,401.26,0
7661.902,302.81,500.20,401.26,0
7661.933,302.80,479.06,426.66,0
7661.98,302.80,479.06,426.66,0
7662.011,302.23,464.65,417.90,0
7662.073,302.23,464.65,417.90,0
7662.105,302.19,495.43,448.99,0
7662.152,302.19,495.43,448.99,0
7662.199,305.64,479.21,412.47,0
7662.245,305.64,479.21,412.47,0
7662.277,303.74,452.34,418.94,0
7662.324,303.74,452.34,418.94,0
7662.355,299.75,502.96,404.24,0
7662.402,299.75,502.96,404.24,0
7662.449,305.24,436.58,436.89,0
7662.495,305.24,436.58,436.89,0
7662.527,310.76,484.31,368.57,0
7662.574,310.76,484.31,368.57,0
7662.62,301.33,492.07,421.38,0
7662.652,301.33,492.07,421.38,0
7662.699,305.42,450.15,454.30,0
7662.745,305.42,450.15,454.30,0
7662.777,306.32,458.23,1322.98,954.41
