TIME,WL1,WL2,WL3,W,VARL1,VARL2,VARL3
26.131,440.28,594.96,250.10,1285.34,-207.37,-434.22,-160.33
26.168,440.28,594.96,250.10,1285.34,-207.37,-434.22,-160.33
26.215,397.13,597.46,248.00,1242.59,-188.88,-420.71,-162.50
26.253,397.13,597.46,248.00,1242.59,-188.88,-420.71,-162.50
26.284,444.63,592.88,234.49,1272.00,-209.92,-430.36,-157.18
26.331,444.63,592.88,234.49,1272.00,-209.92,-430.36,-157.18
26.368,443.36,587.01,255.20,1285.56,-203.79,-425.00,-159.71
26.415,443.36,587.01,255.20,1285.56,-203.79,-425.00,-159.71
26.453,481.21,581.61,238.37,1301.18,-225.11,-434.99,-153.77
26.484,481.21,581.61,238.37,1301.18,-225.11,-434.99,-153.77
26.533,429.37,593.76,251.02,1274.15,-200.12,-433.45,-157.69
26.568,429.37,593.76,251.02,1274.15,-200.12,-433.45,-157.69
26.599,429.37,593.76,251.02,1274.15,-200.12,-433.45,-157.69
26.635,441.06,596.69,250.56,1288.30,-202.93,-432.61,-158.22
26.668,441.06,596.69,250.56,1288.30,-202.93,-432.61,-158.22
26.715,452.73,584.61,234.23,1271.58,-203.17,-428.72,-155.06
26.753,452.73,584.61,234.23,1271.58,-203.17,-428.72,-155.06
26.800,424.07,601.64,247.41,1273.12,-201.14,-429.17,-156.80
26.831,424.07,601.64,247.41,1273.12,-201.14,-429.17,-156.80
26.868,424.07,601.64,247.41,1273.12,-201.14,-429.17,-156.80
26.931,422.91,596.64,241.40,1260.95,-204.11,-430.65,-157.50
26.968,432.35,575.02,236.13,1243.50,-204.13,-421.84,-156.83
26.999,432.35,575.02,236.13,1243.50,-204.13,-421.84,-156.83
27.053,479.17,576.97,255.66,1311.81,-225.10,-433.13,-155.77
27.084,479.17,576.97,255.66,1311.81,-225.10,-433.13,-155.77
27.131,451.22,613.35,231.73,1296.30,-217.49,-442.46,-155.75
27.169,451.22,613.35,231.73,1296.30,-217.49,-442.46,-155.75
27.200,444.99,592.71,245.51,1283.21,-210.68,-429.66,-156.56
27.231,444.99,592.71,245.51,1283.21,-210.68,-429.66,-156.56
27.284,444.99,592.71,245.51,1283.21,-210.68,-429.66,-156.56
27.331,431.23,579.56,249.99,1260.78,-205.38,-426.89,-157.96
27.368,431.23,579.56,249.99,1260.78,-205.38,-426.89,-157.96
27.400,444.60,591.16,233.39,1269.16,-209.24,-430.38,-155.65
27.435,444.60,591.16,233.39,1269.16,-209.24,-430.38,-155.65
27.468,454.73,625.92,251.97,1332.61,-216.30,-441.43,-156.34
27.515,454.73,625.92,251.97,1332.61,-216.30,-441.43,-156.34
27.553,460.13,577.22,260.85,1298.20,-213.36,-427.60,-157.10
27.599,460.13,577.22,260.85,1298.20,-213.36,-427.60,-157.10
27.631,438.92,578.86,241.32,1259.10,-200.71,-421.48,-155.16
27.668,438.92,578.86,241.32,1259.10,-200.71,-421.48,-155.16
27.715,446.12,594.74,250.82,1291.67,-206.86,-432.74,-155.88
27.752,446.12,594.74,250.82,1291.67,-206.86,-432.74,-155.88
27.784,432.11,600.68,228.93,1261.72,-196.06,-434.02,-157.11
27.831,432.11,600.68,228.93,1261.72,-196.06,-434.02,-157.11
27.868,432.11,600.68,228.93,1261.72,-196.06,-434.02,-157.11
27.899,455.58,590.54,249.65,1295.78,-215.94,-435.85,-155.77
27.930,455.58,590.54,249.65,1295.78,-215.94,-435.85,-155.77
27.968,436.27,603.21,242.15,1281.63,-201.05,-437.15,-158.01
27.999,436.27,603.21,242.15,1281.63,-201.05,-437.15,-158.01
28.034,408.59,608.16,227.46,1244.20,-186.40,-429.40,-157.29
28.084,408.59,608.16,227.46,1244.20,-186.40,-429.40,-157.29
28.130,447.01,593.44,250.34,1290.79,-212.97,-433.70,-155.80
28.168,447.01,593.44,250.34,1290.79,-212.97,-433.70,-155.80
28.215,435.38,589.75,239.56,1264.70,-203.89,-433.61,-156.45
28.252,435.38,589.75,239.56,1264.70,-203.89,-433.61,-156.45
28.299,448.25,614.78,230.36,1293.40,-211.89,-438.10,-155.82
28.330,448.25,614.78,230.36,1293.40,-211.89,-438.10,-155.82
28.368,448.25,614.78,230.36,1293.40,-211.89,-438.10,-155.82
28.415,420.63,1063.45,250.06,1734.14,-189.88,-590.87,-159.32
28.452,473.17,1437.18,234.16,2144.50,-219.29,-469.48,-154.12
28.483,473.17,1437.18,234.16,2144.50,-219.29,-469.48,-154.12
28.530,473.17,1437.18,234.16,2144.50,-219.29,-469.48,-154.12
28.568,419.38,1384.74,250.67,2054.79,-194.42,-444.62,-157.21
28.599,419.38,1384.74,250.67,2054.79,-194.42,-444.62,-157.21
28.652,441.52,1413.71,249.00,2104.23,-196.25,-462.14,-158.24
28.684,441.52,1413.71,249.00,2104.23,-196.25,-462.14,-158.24
28.731,453.04,1404.26,236.78,2094.08,-210.99,-452.20,-155.44
28.768,453.04,1404.26,236.78,2094.08,-210.99,-452.20,-155.44
28.815,421.24,1385.63,253.04,2059.91,-198.89,-448.94,-157.60
28.852,421.24,1385.63,253.04,2059.91,-198.89,-448.94,-157.60
28.899,411.81,1405.71,243.32,2060.85,-192.70,-451.70,-157.12
28.930,411.81,1405.71,243.32,2060.85,-192.70,-451.70,-157.12
28.983,470.82,1390.34,240.41,2101.57,-218.75,-455.49,-153.80
29.015,470.82,1390.34,240.41,2101.57,-218.75,-455.49,-153.80
29.052,423.00,1409.11,250.27,2082.38,-200.38,-458.00,-157.86
29.084,423.00,1409.11,250.27,2082.38,-200.38,-458.00,-157.86
29.131,442.66,1397.71,235.46,2075.84,-199.86,-456.14,-154.82
29.184,442.66,1397.71,235.46,2075.84,-199.86,-456.14,-154.82
29.215,411.47,1410.40,242.65,2064.53,-191.42,-453.69,-157.14
29.252,411.47,1410.40,242.65,2064.53,-191.42,-453.69,-157.14
29.284,487.56,1404.83,257.46,2149.85,-227.96,-456.71,-153.51
29.315,487.56,1404.83,257.46,2149.85,-227.96,-456.71,-153.51
29.352,487.56,1404.83,257.46,2149.85,-227.96,-456.71,-153.51
29.399,447.98,1442.33,231.80,2122.11,-216.28,-467.94,-155.28
29.430,447.98,1442.33,231.80,2122.11,-216.28,-467.94,-155.28
29.483,436.50,1400.39,241.34,2078.22,-209.60,-454.79,-154.72
29.530,436.50,1400.39,241.34,2078.22,-209.60,-454.79,-154.72
29.568,432.28,1408.82,246.55,2087.65,-204.86,-455.42,-157.59
29.599,432.28,1408.82,246.55,2087.65,-204.86,-455.42,-157.59
29.630,448.97,1421.05,231.23,2101.26,-205.22,-461.56,-155.67
29.683,448.97,1421.05,231.23,2101.26,-205.22,-461.56,-155.67
29.714,431.37,1411.63,251.79,2094.79,-200.22,-462.27,-157.89
29.752,431.37,1411.63,251.79,2094.79,-200.22,-462.27,-157.89
29.799,444.00,1394.02,240.38,2078.40,-207.89,-452.15,-156.03
29.830,444.00,1394.02,240.38,2078.40,-207.89,-452.15,-156.03
29.868,425.68,1382.05,236.40,2044.12,-197.59,-443.03,-155.56
29.899,425.68,1382.05,236.40,2044.12,-197.59,-443.03,-155.56
29.952,425.68,1382.05,236.40,2044.12,-197.59,-443.03,-155.56
29.983,481.11,1416.75,253.42,2151.29,-230.75,-459.45,-153.71
30.030,481.11,1416.75,253.42,2151.29,-230.75,-459.45,-153.71
30.067,448.18,1404.03,232.18,2084.39,-214.91,-456.96,-154.18
30.130,399.39,1388.99,244.70,2033.07,-185.36,-451.81,-158.82
30.168,399.39,1388.99,244.70,2033.07,-185.36,-451.81,-158.82
30.215,423.88,1402.44,244.40,2070.73,-195.06,-457.45,-158.14
30.253,423.88,1402.44,244.40,2070.73,-195.06,-457.45,-158.14
30.284,423.88,1402.44,244.40,2070.73,-195.06,-457.45,-158.14
30.315,419.20,1398.36,235.79,2053.35,-202.71,-452.46,-156.01
30.352,419.20,1398.36,235.79,2053.35,-202.71,-452.46,-156.01
30.384,448.51,1372.47,256.04,2077.02,-210.85,-441.54,-155.78
30.431,448.51,1372.47,256.04,2077.02,-210.85,-441.54,-155.78
30.484,454.26,1382.53,237.69,2074.49,-212.72,-445.15,-155.05
30.536,454.26,1382.53,237.69,2074.49,-212.72,-445.15,-155.05
30.568,472.41,1427.04,254.91,2154.36,-222.94,-467.63,-154.81
30.615,472.41,1427.04,254.91,2154.36,-222.94,-467.63,-154.81
30.652,456.62,1398.81,248.43,2103.87,-208.26,-455.12,-157.03
30.699,456.62,1398.81,248.43,2103.87,-208.26,-455.12,-157.03
30.734,436.28,1382.83,233.49,2052.60,-207.22,-448.40,-155.94
30.784,436.28,1382.83,233.49,2052.60,-207.22,-448.40,-155.94
30.815,444.76,1415.48,251.67,2111.91,-202.58,-460.59,-157.28
30.853,444.76,1415.48,251.67,2111.91,-202.58,-460.59,-157.28
30.884,455.97,1392.26,241.05,2089.28,-219.87,-455.28,-155.64
30.931,455.97,1392.26,241.05,2089.28,-219.87,-455.28,-155.64
30.968,455.97,1392.26,241.05,2089.28,-219.87,-455.28,-155.64
31.015,452.13,1425.19,234.45,2111.77,-208.17,-465.60,-155.98
31.053,412.34,1402.24,247.24,2061.82,-185.69,-455.62,-159.37
31.084,412.34,1402.24,247.24,2061.82,-185.69,-455.62,-159.37
31.131,412.34,1402.24,247.24,2061.82,-185.69,-455.62,-159.37
31.168,415.35,1378.92,231.69,2025.96,-200.99,-447.25,-155.99
31.215,415.35,1378.92,231.69,2025.96,-200.99,-447.25,-155.99
31.252,442.55,1393.83,248.45,2084.83,-212.45,-460.29,-156.92
31.284,442.55,1393.83,248.45,2084.83,-212.45,-460.29,-156.92
31.315,444.56,1381.14,247.42,2073.12,-206.76,-450.31,-156.68
31.352,444.56,1381.14,247.42,2073.12,-206.76,-450.31,-156.68
31.384,435.20,1384.75,232.30,2052.24,-207.30,-454.07,-154.20
31.430,435.20,1384.75,232.30,2052.24,-207.30,-454.07,-154.20
31.468,435.20,1384.75,232.30,2052.24,-207.30,-454.07,-154.20
31.499,479.06,1402.31,254.64,2136.02,-223.35,-463.29,-154.29
31.530,479.06,1402.31,254.64,2136.02,-223.35,-463.29,-154.29
31.599,443.35,1390.28,239.49,2073.12,-206.14,-448.31,-155.48
31.630,443.35,1390.28,239.49,2073.12,-206.14,-448.31,-155.48
31.684,430.61,1366.35,244.70,2041.66,-199.01,-445.14,-155.70
31.715,430.61,1366.35,244.70,2041.66,-199.01,-445.14,-155.70
31.752,470.87,1409.03,247.82,2127.72,-219.38,-465.98,-156.38
31.799,470.87,1409.03,247.82,2127.72,-219.38,-465.98,-156.38
31.852,473.32,1430.44,232.76,2136.51,-224.47,-466.44,-153.70
31.883,473.32,1430.44,232.76,2136.51,-224.47,-466.44,-153.70
31.930,491.59,1392.85,256.28,2140.71,-227.83,-461.85,-154.07
31.967,491.59,1392.85,256.28,2140.71,-227.83,-461.85,-154.07
32.014,442.82,1345.75,247.80,2036.37,-203.33,-440.29,-154.99
32.083,433.12,1373.70,231.68,2038.50,-200.75,-446.29,-155.14
32.133,433.12,1373.70,231.68,2038.50,-200.75,-446.29,-155.14
32.168,453.72,1393.15,254.61,2101.48,-221.00,-457.88,-155.75
32.215,453.72,1393.15,254.61,2101.48,-221.00,-457.88,-155.75
32.252,441.08,1380.26,236.87,2058.21,-207.16,-445.62,-155.20
32.299,441.08,1380.26,236.87,2058.21,-207.16,-445.62,-155.20
32.330,406.28,1385.53,238.85,2030.65,-190.41,-448.80,-157.43
32.383,406.28,1385.53,238.85,2030.65,-190.41,-448.80,-157.43
32.414,434.34,1380.66,251.98,2066.99,-213.55,-448.98,-157.36
32.452,434.34,1380.66,251.98,2066.99,-213.55,-448.98,-157.36
32.499,453.08,1392.43,242.21,2087.72,-206.84,-456.54,-160.55
32.530,453.08,1392.43,242.21,2087.72,-206.84,-456.54,-160.55
32.567,453.08,1392.43,242.21,2087.72,-206.84,-456.54,-160.55
32.614,450.09,1406.00,256.82,2112.91,-207.89,-461.71,-160.77
32.652,450.09,1406.00,256.82,2112.91,-207.89,-461.71,-160.77
32.698,476.04,1391.63,249.52,2117.19,-217.82,-460.39,-159.47
32.734,444.51,1347.88,244.70,2037.08,-199.95,-438.79,-159.69
32.783,444.51,1347.88,244.70,2037.08,-199.95,-438.79,-159.69
32.830,444.16,1362.14,259.86,2066.16,-194.75,-436.16,-159.70
32.867,444.16,1362.14,259.86,2066.16,-194.75,-436.16,-159.70
32.914,442.79,1408.65,239.39,2090.82,-207.27,-457.76,-159.32
32.967,442.79,1408.65,239.39,2090.82,-207.27,-457.76,-159.32
33.014,419.82,1401.88,251.42,2073.12,-197.11,-459.22,-161.20
33.051,419.82,1401.88,251.42,2073.12,-197.11,-459.22,-161.20
33.114,449.20,1384.25,254.68,2088.13,-212.45,-449.97,-159.48
33.151,449.20,1384.25,254.68,2088.13,-212.45,-449.97,-159.48
33.198,434.96,1400.75,235.98,2071.70,-209.50,-457.04,-158.12
33.229,434.96,1400.75,235.98,2071.70,-209.50,-457.04,-158.12
33.267,471.65,1375.30,260.37,2107.32,-227.11,-445.58,-156.18
33.313,471.65,1375.30,260.37,2107.32,-227.11,-445.58,-156.18
33.351,392.89,1372.36,240.22,2005.48,-185.06,-448.38,-160.07
33.398,392.89,1372.36,240.22,2005.48,-185.06,-448.38,-160.07
33.430,462.32,1389.32,247.03,2098.68,-216.24,-451.58,-157.01
33.482,462.32,1389.32,247.03,2098.68,-216.24,-451.58,-157.01
33.513,437.28,1381.33,262.04,2080.65,-208.92,-449.03,-161.04
33.566,437.28,1381.33,262.04,2080.65,-208.92,-449.03,-161.04
33.598,442.38,1381.09,243.67,2067.14,-216.95,-453.92,-158.27
33.651,442.38,1381.09,243.67,2067.14,-216.95,-453.92,-158.27
33.713,452.61,1391.98,251.88,2096.47,-206.84,-448.91,-158.94
33.766,449.23,1370.55,250.71,2070.49,-204.58,-451.88,-158.92
33.813,449.23,1370.55,250.71,2070.49,-204.58,-451.88,-158.92
33.850,430.76,1420.44,234.04,2085.24,-202.07,-459.54,-159.99
33.882,430.76,1420.44,234.04,2085.24,-202.07,-459.54,-159.99
33.929,469.96,1381.59,260.35,2111.90,-212.17,-450.26,-160.10
33.966,469.96,1381.59,260.35,2111.90,-212.17,-450.26,-160.10
33.997,433.87,1368.74,241.17,2043.78,-207.91,-441.00,-158.19
34.033,433.87,1368.74,241.17,2043.78,-207.91,-441.00,-158.19
34.082,431.86,1376.00,247.46,2055.31,-196.87,-441.95,-159.00
34.113,431.86,1376.00,247.46,2055.31,-196.87,-441.95,-159.00
34.151,431.86,1376.00,247.46,2055.31,-196.87,-441.95,-159.00
34.198,429.57,1380.71,260.38,2070.66,-210.02,-452.22,-160.41
34.229,429.57,1380.71,260.38,2070.66,-210.02,-452.22,-160.41
34.267,455.02,1404.17,237.47,2096.66,-217.37,-461.98,-158.36
34.298,455.02,1404.17,237.47,2096.66,-217.37,-461.98,-158.36
34.333,440.83,1346.61,246.49,2033.93,-198.45,-435.27,-158.62
34.382,440.83,1346.61,246.49,2033.93,-198.45,-435.27,-158.62
34.413,408.36,1390.10,250.17,2048.63,-198.48,-453.09,-159.89
34.467,408.36,1390.10,250.17,2048.63,-198.48,-453.09,-159.89
34.498,482.43,1369.13,244.48,2096.04,-226.26,-447.26,-155.68
34.533,482.43,1369.13,244.48,2096.04,-226.26,-447.26,-155.68
34.582,455.07,1398.85,257.66,2111.58,-209.90,-458.48,-159.96
34.614,455.07,1398.85,257.66,2111.58,-209.90,-458.48,-159.96
34.651,469.08,1375.79,251.92,2096.79,-213.59,-453.12,-159.19
34.698,469.08,1375.79,251.92,2096.79,-213.59,-453.12,-159.19
34.752,456.36,1391.07,239.74,2087.17,-211.42,-456.62,-158.06
34.783,456.36,1391.07,239.74,2087.17,-211.42,-456.62,-158.06
34.830,444.96,1403.78,259.50,2108.24,-207.29,-462.66,-159.29
34.868,444.96,1403.78,259.50,2108.24,-207.29,-462.66,-159.29
34.915,404.78,1385.78,237.62,2028.18,-190.30,-451.55,-159.25
34.968,404.78,1385.78,237.62,2028.18,-190.30,-451.55,-159.25
35.014,423.85,1378.23,248.90,2050.97,-199.37,-450.66,-159.37
35.052,423.85,1378.23,248.90,2050.97,-199.37,-450.66,-159.37
35.099,446.75,1415.74,249.41,2111.90,-207.29,-459.98,-160.98
35.130,446.75,1415.74,249.41,2111.90,-207.29,-459.98,-160.98
35.183,421.81,1407.94,232.28,2062.03,-200.66,-460.92,-158.41
35.230,421.81,1407.94,232.28,2062.03,-200.66,-460.92,-158.41
35.267,413.51,1401.39,253.86,2068.76,-195.08,-458.19,-161.05
35.299,413.51,1401.39,253.86,2068.76,-195.08,-458.19,-161.05
35.352,418.85,1398.95,233.53,2051.33,-194.10,-459.58,-159.61
35.383,418.85,1398.95,233.53,2051.33,-194.10,-459.58,-159.61
35.430,401.27,1357.52,238.41,1997.20,-187.88,-441.11,-156.51
35.468,401.27,1357.52,238.41,1997.20,-187.88,-441.11,-156.51
35.499,407.71,1388.44,249.04,2045.18,-186.06,-460.50,-158.96
35.531,407.71,1388.44,249.04,2045.18,-186.06,-460.50,-158.96
35.568,461.90,1381.95,237.03,2080.88,-217.41,-453.93,-154.55
35.615,461.90,1381.95,237.03,2080.88,-217.41,-453.93,-154.55
35.668,415.82,1408.36,252.97,2077.15,-191.08,-461.86,-159.82
35.715,415.82,1408.36,252.97,2077.15,-191.08,-461.86,-159.82
35.752,470.82,1368.51,254.39,2093.71,-219.69,-446.06,-154.75
35.815,470.82,1368.51,254.39,2093.71,-219.69,-446.06,-154.75
35.852,474.36,1397.23,239.34,2110.93,-224.59,-452.59,-152.43
35.884,474.36,1397.23,239.34,2110.93,-224.59,-452.59,-152.43
35.931,452.89,1367.42,256.18,2076.49,-212.36,-448.58,-155.97
35.984,452.89,1367.42,256.18,2076.49,-212.36,-448.58,-155.97
36.033,462.09,1414.20,241.01,2117.30,-217.76,-465.33,-156.57
36.068,447.36,1360.97,244.68,2053.01,-206.94,-449.14,-155.51
36.115,447.36,1360.97,244.68,2053.01,-206.94,-449.14,-155.51
36.152,447.36,1360.97,244.68,2053.01,-206.94,-449.14,-155.51
36.183,429.99,1361.26,249.83,2041.09,-189.38,-443.92,-158.34
36.215,429.99,1361.26,249.83,2041.09,-189.38,-443.92,-158.34
36.268,432.04,1341.02,237.56,2010.61,-202.19,-434.56,-155.61
36.299,432.04,1341.02,237.56,2010.61,-202.19,-434.56,-155.61
36.352,426.69,1377.77,255.34,2059.80,-201.24,-451.82,-158.85
36.383,426.69,1377.77,255.34,2059.80,-201.24,-451.82,-158.85
36.430,443.40,1366.86,246.09,2056.35,-206.95,-450.07,-156.41
36.468,443.40,1366.86,246.09,2056.35,-206.95,-450.07,-156.41
36.514,449.63,1414.49,232.74,2096.85,-211.12,-460.29,-155.39
36.552,449.63,1414.49,232.74,2096.85,-211.12,-460.29,-155.39
36.583,454.59,1370.86,262.22,2087.67,-206.85,-445.87,-158.31
36.630,454.59,1370.86,262.22,2087.67,-206.85,-445.87,-158.31
36.667,426.59,1400.11,231.73,2058.43,-193.10,-456.53,-157.47
36.714,426.59,1400.11,231.73,2058.43,-193.10,-456.53,-157.47
36.752,472.37,1402.08,246.16,2120.61,-219.94,-467.37,-154.92
36.783,472.37,1402.08,246.16,2120.61,-219.94,-467.37,-154.92
36.830,467.26,1410.96,248.64,2126.86,-226.27,-461.04,-154.62
36.867,467.26,1410.96,248.64,2126.86,-226.27,-461.04,-154.62
36.914,427.03,1350.81,243.29,2021.12,-194.17,-433.62,-156.20
36.952,427.03,1350.81,243.29,2021.12,-194.17,-433.62,-156.20
36.999,429.43,1401.46,248.33,2079.22,-201.11,-464.75,-158.85
37.030,429.43,1401.46,248.33,2079.22,-201.11,-464.75,-158.85
37.083,448.14,1379.70,240.33,2068.17,-213.40,-447.17,-156.11
37.114,448.14,1379.70,240.33,2068.17,-213.40,-447.17,-156.11
37.152,448.14,1379.70,240.33,2068.17,-213.40,-447.17,-156.11
37.198,450.86,1361.61,237.36,2049.83,-210.63,-445.98,-155.53
37.230,450.86,1361.61,237.36,2049.83,-210.63,-445.98,-155.53
37.268,414.36,1365.49,250.33,2030.18,-199.13,-444.44,-158.39
37.299,414.36,1365.49,250.33,2030.18,-199.13,-444.44,-158.39
37.383,457.65,1402.63,233.71,2093.99,-221.39,-460.10,-154.62
37.430,386.37,1365.37,245.30,1997.04,-185.97,-439.52,-159.37
37.468,386.37,1365.37,245.30,1997.04,-185.97,-439.52,-159.37
37.499,437.74,1386.30,247.48,2071.51,-204.16,-459.88,-156.90
37.530,437.74,1386.30,247.48,2071.51,-204.16,-459.88,-156.90
37.584,445.15,1384.82,234.74,2064.71,-211.62,-454.95,-153.83
37.615,445.15,1384.82,234.74,2064.71,-211.62,-454.95,-153.83
37.652,434.26,1375.30,254.00,2063.56,-201.22,-448.99,-158.54
37.684,434.26,1375.30,254.00,2063.56,-201.22,-448.99,-158.54
37.715,434.26,1375.30,254.00,2063.56,-201.22,-448.99,-158.54
37.768,463.24,1369.97,239.24,2072.45,-214.02,-453.40,-155.08
37.799,463.24,1369.97,239.24,2072.45,-214.02,-453.40,-155.08
37.852,439.19,1393.00,244.81,2076.99,-209.79,-454.11,-156.78
37.899,439.19,1393.00,244.81,2076.99,-209.79,-454.11,-156.78
37.930,448.58,1425.89,248.39,2122.86,-211.19,-468.57,-157.84
37.968,448.58,1425.89,248.39,2122.86,-211.19,-468.57,-157.84
38.015,450.06,1371.86,233.21,2055.13,-208.18,-453.12,-156.34
38.052,450.06,1371.86,233.21,2055.13,-208.18,-453.12,-156.34
38.099,458.09,1375.94,250.61,2084.64,-211.91,-451.01,-155.63
38.130,458.09,1375.94,250.61,2084.64,-211.91,-451.01,-155.63
38.183,455.26,1390.04,240.03,2085.33,-211.58,-457.58,-156.16
38.230,455.26,1390.04,240.03,2085.33,-211.58,-457.58,-156.16
38.268,408.21,1372.61,230.71,2011.54,-192.40,-448.40,-157.87
38.299,408.21,1372.61,230.71,2011.54,-192.40,-448.40,-157.87
38.337,442.12,1407.32,248.48,2097.92,-205.05,-460.66,-157.29
38.368,442.12,1407.32,248.48,2097.92,-205.05,-460.66,-157.29
38.415,469.26,1376.74,240.43,2086.43,-228.21,-453.24,-154.11
38.452,469.26,1376.74,240.43,2086.43,-228.21,-453.24,-154.11
38.499,401.09,1369.70,242.39,2013.18,-192.17,-449.03,-157.24
38.532,401.09,1369.70,242.39,2013.18,-192.17,-449.03,-157.24
38.569,464.34,1400.10,254.50,2118.93,-219.68,-458.56,-157.06
38.615,464.34,1400.10,254.50,2118.93,-219.68,-458.56,-157.06
38.669,446.27,1382.67,234.82,2063.75,-204.33,-450.42,-156.60
38.700,446.27,1382.67,234.82,2063.75,-204.33,-450.42,-156.60
38.734,452.60,1377.40,252.13,2082.13,-213.75,-454.87,-157.21
38.784,452.60,1377.40,252.13,2082.13,-213.75,-454.87,-157.21
38.831,450.25,1403.08,237.26,2090.59,-216.64,-460.87,-155.52
38.869,450.25,1403.08,237.26,2090.59,-216.64,-460.87,-155.52
38.916,473.43,1401.71,239.16,2114.31,-220.36,-464.97,-155.30
38.969,473.43,1401.71,239.16,2114.31,-220.36,-464.97,-155.30
39.000,448.27,1381.21,253.30,2082.77,-210.60,-452.78,-156.11
39.054,448.27,1381.21,253.30,2082.77,-210.60,-452.78,-156.11
39.085,441.57,1369.66,235.69,2046.92,-208.48,-448.19,-154.79
39.132,441.57,1369.66,235.69,2046.92,-208.48,-448.19,-154.79
39.169,413.02,1382.60,247.33,2042.95,-200.81,-450.51,-158.75
39.201,413.02,1382.60,247.33,2042.95,-200.81,-450.51,-158.75
39.234,431.71,1398.22,242.44,2072.37,-211.75,-459.35,-157.11
39.270,431.71,1398.22,242.44,2072.37,-211.75,-459.35,-157.11
39.301,431.71,1398.22,242.44,2072.37,-211.75,-459.35,-157.11
39.332,420.74,1368.21,230.57,2019.51,-197.52,-444.61,-156.82
39.370,420.74,1368.21,230.57,2019.51,-197.52,-444.61,-156.82
39.416,442.60,1362.03,255.07,2059.69,-208.41,-446.02,-157.22
39.485,442.60,1362.03,255.07,2059.69,-208.41,-446.02,-157.22
39.532,428.86,1378.43,240.04,2047.33,-205.75,-447.86,-156.27
39.569,428.86,1378.43,240.04,2047.33,-205.75,-447.86,-156.27
39.601,444.76,1354.67,253.08,2052.51,-208.53,-442.97,-155.70
39.654,444.76,1354.67,253.08,2052.51,-208.53,-442.97,-155.70
39.685,472.72,1361.48,258.04,2092.23,-213.91,-451.32,-155.68
39.732,472.72,1361.48,258.04,2092.23,-213.91,-451.32,-155.68
39.769,451.99,1372.91,247.52,2072.41,-217.12,-451.58,-155.36
39.816,451.99,1372.91,247.52,2072.41,-217.12,-451.58,-155.36
39.854,444.44,1382.07,236.32,2062.84,-209.29,-449.99,-154.68
39.885,444.44,1382.07,236.32,2062.84,-209.29,-449.99,-154.68
39.932,429.95,1388.70,248.95,2067.59,-206.01,-453.08,-157.41
39.985,429.95,1388.70,248.95,2067.59,-206.01,-453.08,-157.41
40.032,435.19,1379.11,234.73,2049.03,-202.84,-454.71,-155.44
40.069,435.19,1379.11,234.73,2049.03,-202.84,-454.71,-155.44
40.116,476.08,1414.34,247.63,2138.05,-221.24,-466.52,-154.55
40.153,435.29,1411.63,241.71,2088.63,-202.40,-464.97,-156.42
40.200,435.29,1411.63,241.71,2088.63,-202.40,-464.97,-156.42
40.253,394.90,1359.38,230.73,1985.01,-188.54,-439.81,-155.18
40.285,394.90,1359.38,230.73,1985.01,-188.54,-439.81,-155.18
40.331,480.13,1387.79,254.75,2122.66,-229.56,-455.50,-154.25
40.369,480.13,1387.79,254.75,2122.66,-229.56,-455.50,-154.25
40.416,437.41,1376.81,238.65,2052.87,-202.59,-450.90,-155.48
40.453,437.41,1376.81,238.65,2052.87,-202.59,-450.90,-155.48
40.484,443.07,1343.51,241.83,2028.42,-208.48,-441.50,-154.79
40.553,443.07,1343.51,241.83,2028.42,-208.48,-441.50,-154.79
40.584,410.51,1369.01,249.98,2029.50,-200.72,-445.83,-157.81
40.631,410.51,1369.01,249.98,2029.50,-200.72,-445.83,-157.81
40.668,465.14,1402.32,231.24,2098.69,-210.51,-457.88,-155.84
40.700,465.14,1402.32,231.24,2098.69,-210.51,-457.88,-155.84
40.735,411.95,1372.50,246.86,2031.30,-184.17,-448.29,-158.68
40.768,411.95,1372.50,246.86,2031.30,-184.17,-448.29,-158.68
40.815,411.95,1372.50,246.86,2031.30,-184.17,-448.29,-158.68
40.853,418.03,1365.68,243.01,2026.72,-191.11,-446.21,-157.66
40.884,418.03,1365.68,243.01,2026.72,-191.11,-446.21,-157.66
40.915,465.78,1398.06,235.80,2099.63,-220.42,-457.80,-153.65
40.968,465.78,1398.06,235.80,2099.63,-220.42,-457.80,-153.65
41.015,445.78,1420.78,250.67,2117.23,-208.25,-464.31,-157.88
41.068,445.78,1420.78,250.67,2117.23,-208.25,-464.31,-157.88
41.100,409.25,1372.12,234.04,2015.41,-186.52,-447.68,-157.63
41.153,409.25,1372.12,234.04,2015.41,-186.52,-447.68,-157.63
41.200,448.73,1393.97,241.21,2083.92,-221.53,-454.45,-154.39
41.235,437.94,1346.66,251.77,2036.37,-210.31,-434.72,-156.31
41.284,437.94,1346.66,251.77,2036.37,-210.31,-434.72,-156.31
41.331,422.31,1371.88,231.88,2026.08,-207.33,-450.52,-155.07
41.369,422.31,1371.88,231.88,2026.08,-207.33,-450.52,-155.07
41.415,431.34,1386.33,250.85,2068.53,-201.10,-452.56,-157.87
41.453,431.34,1386.33,250.85,2068.53,-201.10,-452.56,-157.87
41.485,450.37,1385.90,238.81,2075.08,-212.69,-453.91,-155.55
41.533,450.37,1385.90,238.81,2075.08,-212.69,-453.91,-155.55
41.584,468.98,1395.78,238.00,2102.77,-211.11,-465.43,-155.83
