TIME,WL1,WL2,WL3,W,VARL1,VARL2,VARL3
58.153,450.57,1391.39,229.16,2071.11,-208.28,-459.76,-154.54
58.216,421.55,1371.36,250.23,2043.14,-192.21,-450.34,-157.15
58.254,421.55,1371.36,250.23,2043.14,-192.21,-450.34,-157.15
58.316,453.44,1379.27,238.46,2071.16,-210.92,-458.62,-155.00
58.354,453.44,1379.27,238.46,2071.16,-210.92,-458.62,-155.00
58.401,433.47,1373.60,236.87,2043.95,-204.47,-448.67,-155.38
58.436,433.47,1373.60,236.87,2043.95,-204.47,-448.67,-155.38
58.485,464.96,1377.45,253.62,2096.03,-216.44,-450.66,-155.57
58.532,464.96,1377.45,253.62,2096.03,-216.44,-450.66,-155.57
58.585,426.26,1387.20,236.90,2050.36,-199.71,-458.19,-156.92
58.616,426.26,1387.20,236.90,2050.36,-199.71,-458.19,-156.92
58.654,457.27,1385.24,254.15,2096.65,-214.34,-452.18,-156.51
58.701,457.27,1385.24,254.15,2096.65,-214.34,-452.18,-156.51
58.754,452.44,1375.64,245.85,2073.93,-210.99,-450.34,-156.88
58.785,452.44,1375.64,245.85,2073.93,-210.99,-450.34,-156.88
58.832,452.14,1386.68,232.31,2071.13,-207.12,-454.66,-155.31
58.869,452.14,1386.68,232.31,2071.13,-207.12,-454.66,-155.31
58.916,403.28,1382.26,247.78,2033.31,-188.96,-450.24,-158.69
58.954,403.28,1382.26,247.78,2033.31,-188.96,-450.24,-158.69
59.001,430.27,1396.74,232.51,2059.52,-199.28,-462.48,-157.08
59.032,430.27,1396.74,232.51,2059.52,-199.28,-462.48,-157.08
59.070,459.64,1372.69,245.71,2078.04,-212.88,-450.95,-154.79
59.116,459.64,1372.69,245.71,2078.04,-212.88,-450.95,-154.79
59.154,451.13,1367.00,254.70,2072.83,-218.73,-448.74,-155.42
59.201,451.13,1367.00,254.70,2072.83,-218.73,-448.74,-155.42
59.233,443.19,1401.83,238.03,2083.06,-213.22,-457.16,-155.86
59.285,443.19,1401.83,238.03,2083.06,-213.22,-457.16,-155.86
59.332,423.53,1330.12,250.67,2004.32,-205.24,-430.33,-155.96
59.369,423.53,1330.12,250.67,2004.32,-205.24,-430.33,-155.96
59.401,473.83,1370.17,246.96,2090.96,-227.21,-446.84,-155.29
59.436,473.83,1370.17,246.96,2090.96,-227.21,-446.84,-155.29
59.485,442.61,1373.69,233.67,2049.97,-209.64,-448.31,-155.77
59.532,442.61,1373.69,233.67,2049.97,-209.64,-448.31,-155.77
59.585,447.46,1370.28,257.03,2074.76,-206.34,-456.37,-160.29
59.616,447.46,1370.28,257.03,2074.76,-206.34,-456.37,-160.29
59.654,425.97,1392.88,236.24,2055.09,-196.87,-454.25,-158.22
59.700,425.97,1392.88,236.24,2055.09,-196.87,-454.25,-158.22
59.732,431.03,1408.82,242.55,2082.41,-198.98,-465.57,-157.20
59.785,431.03,1408.82,242.55,2082.41,-198.98,-465.57,-157.20
59.816,446.79,1394.98,248.10,2089.87,-209.43,-456.87,-156.81
59.869,446.79,1394.98,248.10,2089.87,-209.43,-456.87,-156.81
59.900,477.06,1385.02,235.39,2097.47,-222.84,-459.66,-153.09
59.953,477.06,1385.02,235.39,2097.47,-222.84,-459.66,-153.09
60.000,414.14,1376.36,249.15,2039.64,-196.57,-452.61,-157.50
60.054,414.14,1376.36,249.15,2039.64,-196.57,-452.61,-157.50
60.085,414.50,1349.91,238.95,2003.36,-194.24,-439.90,-156.72
60.136,414.50,1349.91,238.95,2003.36,-194.24,-439.90,-156.72
60.184,434.65,1381.66,240.67,2056.97,-209.65,-452.24,-154.78
60.221,444.17,1369.59,256.06,2069.82,-209.86,-446.14,-156.36
60.265,444.17,1369.59,256.06,2069.82,-209.86,-446.14,-156.36
60.310,402.46,1382.92,232.06,2017.43,-190.53,-452.22,-155.76
60.347,402.46,1382.92,232.06,2017.43,-190.53,-452.22,-155.76
60.378,402.46,1382.92,232.06,2017.43,-190.53,-452.22,-155.76
60.415,446.61,1414.22,246.64,2107.46,-214.25,-460.78,-155.85
60.445,446.61,1414.22,246.64,2107.46,-214.25,-460.78,-155.85
60.475,456.30,1391.03,247.16,2094.50,-217.51,-449.52,-155.76
60.520,456.30,1391.03,247.16,2094.50,-217.51,-449.52,-155.76
60.551,439.74,1360.85,246.24,2046.82,-203.99,-441.77,-156.49
60.587,439.74,1360.85,246.24,2046.82,-203.99,-441.77,-156.49
60.618,439.74,1360.85,246.24,2046.82,-203.99,-441.77,-156.49
60.662,423.95,1387.80,251.18,2062.93,-195.99,-448.24,-159.29
60.693,423.95,1387.80,251.18,2062.93,-195.99,-448.24,-159.29
60.738,435.85,1397.51,234.67,2068.02,-202.97,-454.87,-157.38
60.768,435.85,1397.51,234.67,2068.02,-202.97,-454.87,-157.38
60.805,439.41,1410.31,240.19,2089.91,-207.89,-459.81,-155.33
60.851,439.41,1410.31,240.19,2089.91,-207.89,-459.81,-155.33
60.884,439.82,1342.83,258.67,2041.33,-190.38,-438.99,-156.88
60.915,439.82,1342.83,258.67,2041.33,-190.38,-438.99,-156.88
60.953,439.82,1342.83,258.67,2041.33,-190.38,-438.99,-156.88
60.984,438.35,1403.48,232.31,2074.14,-198.53,-455.78,-156.60
61.034,438.35,1403.48,232.31,2074.14,-198.53,-455.78,-156.60
61.081,468.12,1424.13,242.05,2134.31,-224.63,-459.02,-154.22
61.113,468.12,1424.13,242.05,2134.31,-224.63,-459.02,-154.22
61.166,404.45,1373.97,242.72,2021.14,-189.24,-451.84,-158.04
61.213,404.45,1373.97,242.72,2021.14,-189.24,-451.84,-158.04
61.250,413.18,1386.62,228.33,2028.13,-184.01,-455.43,-156.66
61.297,413.18,1386.62,228.33,2028.13,-184.01,-455.43,-156.66
61.335,468.14,1409.55,251.62,2129.32,-222.87,-462.19,-154.44
61.382,468.14,1409.55,251.62,2129.32,-222.87,-462.19,-154.44
61.413,455.00,1408.10,235.25,2098.35,-222.40,-463.63,-154.98
61.450,455.00,1408.10,235.25,2098.35,-222.40,-463.63,-154.98
61.497,451.37,1351.13,242.42,2044.91,-209.03,-444.56,-155.35
61.566,435.06,1350.20,255.81,2041.08,-203.71,-443.76,-156.66
61.597,435.06,1350.20,255.81,2041.08,-203.71,-443.76,-156.66
61.650,456.52,1354.65,238.43,2049.60,-214.52,-441.90,-155.00
61.681,456.52,1354.65,238.43,2049.60,-214.52,-441.90,-155.00
61.734,420.70,1379.52,240.17,2040.38,-193.62,-451.80,-157.82
61.781,420.70,1379.52,240.17,2040.38,-193.62,-451.80,-157.82
61.813,487.15,1392.36,253.75,2133.26,-230.56,-454.85,-154.35
61.850,487.15,1392.36,253.75,2133.26,-230.56,-454.85,-154.35
61.897,455.86,1391.54,234.93,2082.33,-214.86,-455.45,-155.47
61.934,455.86,1391.54,234.93,2082.33,-214.86,-455.45,-155.47
61.997,447.75,1386.12,254.06,2087.93,-211.91,-451.35,-156.33
62.034,447.75,1386.12,254.06,2087.93,-211.91,-451.35,-156.33
62.097,417.71,1346.72,236.09,2000.52,-191.79,-428.76,-156.05
62.134,417.71,1346.72,236.09,2000.52,-191.79,-428.76,-156.05
62.181,459.00,1344.41,249.11,2052.52,-219.03,-445.58,-153.09
62.215,459.00,1344.41,249.11,2052.52,-219.03,-445.58,-153.09
62.266,448.62,1384.84,250.15,2083.61,-208.24,-448.50,-156.44
62.297,448.62,1384.84,250.15,2083.61,-208.24,-448.50,-156.44
62.350,440.17,1333.29,235.84,2009.30,-202.94,-434.65,-154.06
62.382,440.17,1333.29,235.84,2009.30,-202.94,-434.65,-154.06
62.435,392.12,1360.28,248.89,2001.29,-187.03,-440.68,-158.74
62.466,392.12,1360.28,248.89,2001.29,-187.03,-440.68,-158.74
62.513,443.34,1418.30,239.98,2101.62,-205.34,-464.47,-157.28
62.550,443.34,1418.30,239.98,2101.62,-205.34,-464.47,-157.28
62.613,428.70,1354.56,236.74,2020.00,-203.93,-441.89,-157.56
62.650,428.70,1354.56,236.74,2020.00,-203.93,-441.89,-157.56
62.697,448.87,1372.10,254.77,2075.74,-207.64,-449.79,-157.72
62.734,448.87,1372.10,254.77,2075.74,-207.64,-449.79,-157.72
62.781,433.15,1356.16,235.26,2024.57,-199.89,-440.63,-155.83
62.834,443.34,1395.47,244.95,2083.76,-207.35,-458.79,-156.13
62.866,443.34,1395.47,244.95,2083.76,-207.35,-458.79,-156.13
62.912,478.42,1396.52,248.37,2123.30,-231.14,-465.33,-154.53
62.950,478.42,1396.52,248.37,2123.30,-231.14,-465.33,-154.53
62.997,469.56,1361.10,235.40,2066.07,-214.70,-448.93,-153.19
63.034,469.56,1361.10,235.40,2066.07,-214.70,-448.93,-153.19
63.081,465.85,1402.60,251.96,2120.41,-226.43,-459.78,-155.47
63.135,465.85,1402.60,251.96,2120.41,-226.43,-459.78,-155.47
63.166,394.91,1384.00,232.40,2011.30,-182.48,-446.91,-158.87
63.213,394.91,1384.00,232.40,2011.30,-182.48,-446.91,-158.87
63.250,406.56,1362.79,237.15,2006.51,-180.04,-438.60,-158.44
63.297,406.56,1362.79,237.15,2006.51,-180.04,-438.60,-158.44
63.335,420.27,1342.60,249.42,2012.29,-190.51,-436.94,-158.58
63.382,420.27,1342.60,249.42,2012.29,-190.51,-436.94,-158.58
63.416,425.06,1332.18,234.34,1991.58,-194.07,-437.79,-155.18
63.466,425.06,1332.18,234.34,1991.58,-194.07,-437.79,-155.18
63.497,452.24,1343.27,256.33,2051.84,-208.29,-440.70,-155.35
63.535,452.24,1343.27,256.33,2051.84,-208.29,-440.70,-155.35
63.566,427.31,1404.02,241.88,2073.21,-198.43,-460.36,-158.40
63.613,427.31,1404.02,241.88,2073.21,-198.43,-460.36,-158.40
63.665,427.31,1404.02,241.88,2073.21,-198.43,-460.36,-158.40
63.712,402.44,1390.48,230.37,2023.30,-188.29,-457.77,-157.67
63.781,398.00,1361.54,249.53,2009.08,-181.71,-445.43,-159.33
63.816,449.39,1402.49,234.10,2085.98,-210.71,-459.28,-155.53
63.866,449.39,1402.49,234.10,2085.98,-210.71,-459.28,-155.53
63.912,491.23,1407.12,245.29,2143.64,-232.43,-459.45,-152.74
63.950,491.23,1407.12,245.29,2143.64,-232.43,-459.45,-152.74
63.997,444.95,1381.44,248.82,2075.21,-211.55,-458.55,-157.58
64.050,444.95,1381.44,248.82,2075.21,-211.55,-458.55,-157.58
64.097,463.27,1410.14,231.78,2105.19,-224.93,-464.95,-153.09
64.134,463.27,1410.14,231.78,2105.19,-224.93,-464.95,-153.09
64.181,471.40,1359.45,255.39,2086.24,-228.47,-443.32,-154.43
64.216,471.40,1359.45,255.39,2086.24,-228.47,-443.32,-154.43
64.250,451.99,1338.44,243.84,2034.27,-206.25,-436.84,-154.96
64.296,451.99,1338.44,243.84,2034.27,-206.25,-436.84,-154.96
64.334,436.54,1339.80,239.08,2015.42,-194.98,-430.42,-155.94
64.365,436.54,1339.80,239.08,2015.42,-194.98,-430.42,-155.94
64.412,426.83,1377.48,249.58,2053.89,-207.71,-452.76,-157.22
64.450,426.83,1377.48,249.58,2053.89,-207.71,-452.76,-157.22
64.497,451.90,1409.59,232.63,2094.13,-214.79,-463.91,-155.41
64.534,451.90,1409.59,232.63,2094.13,-214.79,-463.91,-155.41
64.581,459.89,1355.06,250.53,2065.47,-218.92,-444.85,-155.60
64.613,459.89,1355.06,250.53,2065.47,-218.92,-444.85,-155.60
64.650,459.89,1355.06,250.53,2065.47,-218.92,-444.85,-155.60
64.697,436.48,1398.72,245.54,2080.75,-204.58,-460.74,-157.33
64.734,422.85,1349.58,234.45,2006.88,-192.65,-439.85,-155.75
64.781,422.85,1349.58,234.45,2006.88,-192.65,-439.85,-155.75
64.817,419.97,1382.17,252.38,2054.52,-199.59,-450.37,-157.34
64.865,419.97,1382.17,252.38,2054.52,-199.59,-450.37,-157.34
64.912,421.39,1367.03,237.33,2025.74,-195.25,-449.29,-157.84
64.950,421.39,1367.03,237.33,2025.74,-195.25,-449.29,-157.84
64.996,467.87,1400.18,237.60,2105.65,-218.13,-460.20,-155.47
65.034,467.87,1400.18,237.60,2105.65,-218.13,-460.20,-155.47
65.081,437.04,1383.59,249.78,2070.41,-201.93,-455.64,-157.15
65.113,437.04,1383.59,249.78,2070.41,-201.93,-455.64,-157.15
65.165,436.53,1384.60,233.17,2054.30,-206.87,-458.23,-155.52
65.212,436.53,1384.60,233.17,2054.30,-206.87,-458.23,-155.52
65.249,487.18,1397.81,243.78,2128.76,-224.84,-457.92,-152.73
65.296,487.18,1397.81,243.78,2128.76,-224.84,-457.92,-152.73
65.334,403.30,1378.82,245.68,2027.80,-185.41,-455.65,-159.17
65.380,403.30,1378.82,245.68,2027.80,-185.41,-455.65,-159.17
65.417,436.26,1372.18,234.90,2043.34,-207.93,-451.32,-155.34
65.464,436.26,1372.18,234.90,2043.34,-207.93,-451.32,-155.34
65.511,444.42,1385.14,251.38,2080.94,-215.75,-456.84,-154.98
65.549,444.42,1385.14,251.38,2080.94,-215.75,-456.84,-154.98
65.596,436.87,1367.73,235.33,2039.93,-204.27,-445.48,-154.25
65.649,436.87,1367.73,235.33,2039.93,-204.27,-445.48,-154.25
65.712,400.96,1361.52,252.54,2015.03,-183.90,-440.31,-157.98
65.749,400.96,1361.52,252.54,2015.03,-183.90,-440.31,-157.98
65.796,455.70,1398.54,249.51,2103.75,-213.25,-460.73,-155.33
65.833,455.70,1398.54,249.51,2103.75,-213.25,-460.73,-155.33
65.880,454.74,1423.58,230.68,2109.00,-219.04,-467.26,-152.71
65.916,424.70,1375.37,247.64,2047.72,-199.23,-448.42,-156.09
65.964,424.70,1375.37,247.64,2047.72,-199.23,-448.42,-156.09
66.011,436.03,1375.97,240.06,2052.06,-208.53,-450.32,-156.04
66.049,436.03,1375.97,240.06,2052.06,-208.53,-450.32,-156.04
66.096,464.54,1361.68,238.84,2065.06,-220.01,-442.82,-151.96
66.133,464.54,1361.68,238.84,2065.06,-220.01,-442.82,-151.96
66.180,417.32,1381.85,248.39,2047.56,-203.53,-448.00,-156.82
66.213,417.32,1381.85,248.39,2047.56,-203.53,-448.00,-156.82
66.249,417.32,1381.85,248.39,2047.56,-203.53,-448.00,-156.82
66.295,450.79,1352.80,241.29,2044.89,-213.14,-440.72,-153.68
66.333,450.79,1352.80,241.29,2044.89,-213.14,-440.72,-153.68
66.395,435.27,1388.32,248.69,2072.28,-205.19,-461.85,-155.91
66.449,436.68,1365.02,246.03,2047.73,-201.83,-449.51,-156.81
66.480,436.68,1365.02,246.03,2047.73,-201.83,-449.51,-156.81
66.533,475.17,1389.31,241.24,2105.72,-220.79,-460.71,-153.76
66.564,475.17,1389.31,241.24,2105.72,-220.79,-460.71,-153.76
66.611,443.40,1357.59,255.00,2055.99,-211.95,-443.31,-156.10
66.648,443.40,1357.59,255.00,2055.99,-211.95,-443.31,-156.10
66.680,418.96,1377.88,232.64,2029.49,-185.08,-453.86,-157.92
66.716,418.96,1377.88,232.64,2029.49,-185.08,-453.86,-157.92
66.764,477.83,1359.32,244.67,2081.82,-211.01,-447.12,-153.66
66.795,477.83,1359.32,244.67,2081.82,-211.01,-447.12,-153.66
66.833,477.83,1359.32,244.67,2081.82,-211.01,-447.12,-153.66
66.864,398.50,1377.65,250.58,2026.73,-182.59,-448.68,-158.23
66.911,398.50,1377.65,250.58,2026.73,-182.59,-448.68,-158.23
66.949,432.78,1378.64,231.73,2043.14,-203.85,-446.54,-154.16
66.980,432.78,1378.64,231.73,2043.14,-203.85,-446.54,-154.16
67.033,395.92,1374.17,247.87,2017.97,-187.87,-446.70,-156.90
67.064,395.92,1374.17,247.87,2017.97,-187.87,-446.70,-156.90
67.111,427.75,1356.68,243.60,2028.04,-202.43,-440.55,-155.61
67.149,427.75,1356.68,243.60,2028.04,-202.43,-440.55,-155.61
67.211,411.57,1378.37,230.39,2020.33,-196.64,-445.81,-156.02
67.249,427.59,1367.89,250.06,2045.54,-202.19,-446.93,-156.28
67.295,427.59,1367.89,250.06,2045.54,-202.19,-446.93,-156.28
67.333,424.16,1386.03,236.50,2046.70,-200.11,-453.32,-157.26
67.380,424.16,1386.03,236.50,2046.70,-200.11,-453.32,-157.26
67.433,442.80,1399.29,236.00,2078.08,-209.03,-461.54,-156.19
67.480,442.80,1399.29,236.00,2078.08,-209.03,-461.54,-156.19
67.511,455.21,1357.51,256.04,2068.76,-213.88,-451.31,-158.07
67.548,455.21,1357.51,256.04,2068.76,-213.88,-451.31,-158.07
67.595,482.11,1373.03,237.59,2092.74,-221.89,-453.92,-155.34
67.633,482.11,1373.03,237.59,2092.74,-221.89,-453.92,-155.34
67.680,424.29,1358.14,250.57,2033.00,-198.93,-448.58,-158.16
67.716,424.29,1358.14,250.57,2033.00,-198.93,-448.58,-158.16
67.764,449.71,1375.43,243.99,2069.13,-205.90,-450.22,-157.63
67.796,449.71,1375.43,243.99,2069.13,-205.90,-450.22,-157.63
67.833,418.56,1367.76,234.27,2020.59,-192.87,-443.08,-157.59
67.880,418.56,1367.76,234.27,2020.59,-192.87,-443.08,-157.59
67.933,412.32,1384.40,250.39,2047.12,-182.37,-454.21,-160.32
67.980,412.32,1384.40,250.39,2047.12,-182.37,-454.21,-160.32
68.033,442.30,1345.50,239.23,2027.03,-202.81,-446.26,-157.43
68.064,442.30,1345.50,239.23,2027.03,-202.81,-446.26,-157.43
68.111,419.05,1369.21,239.19,2027.45,-202.01,-451.15,-156.84
68.149,419.05,1369.21,239.19,2027.45,-202.01,-451.15,-156.84
68.195,458.36,1406.27,249.46,2114.08,-216.81,-461.68,-156.08
68.233,458.36,1406.27,249.46,2114.08,-216.81,-461.68,-156.08
68.280,437.46,1355.48,234.01,2026.95,-204.38,-445.16,-154.03
68.312,437.46,1355.48,234.01,2026.95,-204.38,-445.16,-154.03
68.364,417.23,1347.21,251.01,2015.45,-197.92,-441.53,-156.57
68.411,417.23,1347.21,251.01,2015.45,-197.92,-441.53,-156.57
68.448,398.56,1388.17,239.87,2026.60,-190.96,-456.82,-159.62
68.495,398.56,1388.17,239.87,2026.60,-190.96,-456.82,-159.62
68.533,438.47,1370.53,237.98,2046.98,-204.80,-447.14,-155.96
68.580,438.47,1370.53,237.98,2046.98,-204.80,-447.14,-155.96
68.611,412.43,1386.38,247.53,2046.34,-189.03,-456.97,-158.32
68.648,412.43,1386.38,247.53,2046.34,-189.03,-456.97,-158.32
68.695,453.03,1384.30,252.01,2089.35,-218.65,-457.04,-156.87
68.732,453.03,1384.30,252.01,2089.35,-218.65,-457.04,-156.87
68.779,483.44,1365.82,241.51,2090.77,-223.01,-456.73,-155.09
68.814,483.44,1365.82,241.51,2090.77,-223.01,-456.73,-155.09
68.848,445.11,1378.12,241.77,2065.00,-202.20,-455.15,-154.91
68.895,445.11,1378.12,241.77,2065.00,-202.20,-455.15,-154.91
68.932,468.18,1362.24,252.45,2082.88,-219.53,-447.17,-155.44
68.964,468.18,1362.24,252.45,2082.88,-219.53,-447.17,-155.44
69.010,413.83,1364.71,230.71,2009.25,-198.53,-445.07,-155.93
69.048,413.83,1364.71,230.71,2009.25,-198.53,-445.07,-155.93
69.094,430.17,1376.14,248.33,2054.64,-203.39,-452.50,-157.09
69.132,430.17,1376.14,248.33,2054.64,-203.39,-452.50,-157.09
69.179,468.34,1357.38,250.70,2076.42,-218.04,-448.90,-155.55
69.210,468.34,1357.38,250.70,2076.42,-218.04,-448.90,-155.55
69.248,468.34,1357.38,250.70,2076.42,-218.04,-448.90,-155.55
69.311,448.87,1357.12,233.41,2039.40,-203.21,-440.41,-155.13
69.348,422.75,1403.32,245.63,2071.70,-194.53,-460.08,-158.44
69.410,422.75,1403.32,245.63,2071.70,-194.53,-460.08,-158.44
69.448,445.63,1407.87,239.34,2092.84,-207.31,-464.90,-158.25
69.495,445.63,1407.87,239.34,2092.84,-207.31,-464.90,-158.25
69.532,414.66,1341.22,239.00,1994.87,-189.36,-437.12,-156.65
69.563,414.66,1341.22,239.00,1994.87,-189.36,-437.12,-156.65
69.610,446.24,1386.34,256.07,2088.65,-208.85,-456.81,-158.21
69.648,446.24,1386.34,256.07,2088.65,-208.85,-456.81,-158.21
69.695,433.67,1357.18,235.11,2025.96,-200.48,-448.02,-156.13
69.732,433.67,1357.18,235.11,2025.96,-200.48,-448.02,-156.13
69.779,437.44,1364.47,244.66,2046.57,-209.05,-448.13,-156.72
69.810,437.44,1364.47,244.66,2046.57,-209.05,-448.13,-156.72
69.863,481.07,1406.00,251.63,2138.69,-226.80,-464.65,-153.65
69.895,481.07,1406.00,251.63,2138.69,-226.80,-464.65,-153.65
69.948,453.56,1352.13,235.73,2041.43,-209.50,-442.92,-154.20
69.979,453.56,1352.13,235.73,2041.43,-209.50,-442.92,-154.20
70.032,415.32,1341.12,254.62,2011.06,-196.17,-434.08,-157.84
70.079,415.32,1341.12,254.62,2011.06,-196.17,-434.08,-157.84
70.110,420.13,1394.18,235.48,2049.79,-199.28,-459.76,-156.95
70.148,420.13,1394.18,235.48,2049.79,-199.28,-459.76,-156.95
70.194,442.73,1375.60,239.12,2057.45,-209.64,-450.57,-154.23
70.232,442.73,1375.60,239.12,2057.45,-209.64,-450.57,-154.23
70.279,441.72,1376.04,253.36,2071.12,-206.91,-452.03,-156.64
70.310,441.72,1376.04,253.36,2071.12,-206.91,-452.03,-156.64
70.378,439.99,1403.92,228.82,2072.73,-203.16,-465.79,-156.46
70.410,439.99,1403.92,228.82,2072.73,-203.16,-465.79,-156.46
70.463,448.13,1376.41,251.82,2076.36,-214.18,-455.34,-155.67
70.494,448.13,1376.41,251.82,2076.36,-214.18,-455.34,-155.67
70.548,439.76,1407.51,239.11,2086.38,-206.43,-465.88,-157.92
70.595,439.76,1407.51,239.11,2086.38,-206.43,-465.88,-157.92
70.632,410.75,1348.87,236.85,1996.46,-190.98,-438.00,-156.13
70.663,410.75,1348.87,236.85,1996.46,-190.98,-438.00,-156.13
70.695,479.76,1354.39,260.23,2094.38,-220.83,-446.26,-154.51
70.732,479.76,1354.39,260.23,2094.38,-220.83,-446.26,-154.51
70.779,461.12,1414.99,231.12,2107.23,-206.75,-467.57,-155.11
70.810,461.12,1414.99,231.12,2107.23,-206.75,-467.57,-155.11
70.863,421.17,1409.57,244.18,2074.92,-194.36,-458.70,-156.39
70.910,421.17,1409.57,244.18,2074.92,-194.36,-458.70,-156.39
70.948,445.48,1367.47,248.73,2061.68,-202.36,-452.69,-157.18
70.994,445.48,1367.47,248.73,2061.68,-202.36,-452.69,-157.18
71.047,413.19,1350.06,229.81,1993.05,-187.51,-439.51,-155.92
71.094,413.19,1350.06,229.81,1993.05,-187.51,-439.51,-155.92
71.132,409.99,1344.20,250.42,2004.61,-194.06,-436.45,-157.93
71.163,409.99,1344.20,250.42,2004.61,-194.06,-436.45,-157.93
71.210,463.76,1350.24,245.89,2059.89,-217.03,-445.77,-154.49
71.248,463.76,1350.24,245.89,2059.89,-217.03,-445.77,-154.49
71.295,491.05,1377.28,239.35,2107.68,-228.49,-454.52,-152.03
71.332,491.05,1377.28,239.35,2107.68,-228.49,-454.52,-152.03
71.379,428.32,1360.32,253.00,2041.63,-201.93,-448.42,-157.61
71.410,428.32,1360.32,253.00,2041.63,-201.93,-448.42,-157.61
71.463,415.23,1344.68,235.16,1995.07,-199.36,-436.80,-155.17
71.495,415.23,1344.68,235.16,1995.07,-199.36,-436.80,-155.17
71.547,447.32,1372.23,243.88,2063.43,-206.81,-450.11,-155.66
71.578,447.32,1372.23,243.88,2063.43,-206.81,-450.11,-155.66
71.632,485.94,1406.00,245.53,2137.46,-223.93,-466.50,-155.16
71.663,485.94,1406.00,245.53,2137.46,-223.93,-466.50,-155.16
71.710,422.89,1394.38,227.91,2045.17,-199.46,-460.78,-158.00
71.748,422.89,1394.38,227.91,2045.17,-199.46,-460.78,-158.00
71.794,473.34,1366.77,256.55,2096.67,-215.40,-453.61,-156.35
71.832,473.34,1366.77,256.55,2096.67,-215.40,-453.61,-156.35
71.879,429.56,1364.99,245.77,2040.32,-189.43,-444.39,-157.14
71.932,429.56,1364.99,245.77,2040.32,-189.43,-444.39,-157.14
71.963,484.05,1378.25,235.20,2097.51,-221.63,-457.47,-154.23
71.995,484.05,1378.25,235.20,2097.51,-221.63,-457.47,-154.23
72.048,442.07,1362.60,251.32,2055.98,-206.25,-444.41,-153.52
72.079,442.07,1362.60,251.32,2055.98,-206.25,-444.41,-153.52
72.132,412.00,1378.69,230.84,2021.54,-189.80,-449.51,-153.80
72.179,412.00,1378.69,230.84,2021.54,-189.80,-449.51,-153.80
72.210,413.71,1343.16,244.00,2000.87,-195.68,-440.89,-155.14
72.247,413.71,1343.16,244.00,2000.87,-195.68,-440.89,-155.14
72.294,471.30,1356.41,252.08,2079.78,-218.79,-443.30,-152.63
72.332,471.30,1356.41,252.08,2079.78,-218.79,-443.30,-152.63
72.379,471.18,1380.78,235.46,2087.42,-220.80,-453.00,-150.57
72.410,471.18,1380.78,235.46,2087.42,-220.80,-453.00,-150.57
72.463,431.45,1386.72,249.50,2067.67,-205.85,-455.58,-153.79
72.494,431.45,1386.72,249.50,2067.67,-205.85,-455.58,-153.79
72.547,448.20,1375.85,250.38,2074.43,-209.25,-453.96,-154.72
72.594,448.20,1375.85,250.38,2074.43,-209.25,-453.96,-154.72
72.647,394.21,1355.23,232.93,1982.37,-181.48,-439.89,-156.84
72.694,450.20,1365.04,251.70,2066.93,-204.50,-446.34,-154.59
72.747,450.20,1365.04,251.70,2066.93,-204.50,-446.34,-154.59
72.778,454.42,1358.48,234.24,2047.15,-208.17,-448.57,-152.85
72.814,454.42,1358.48,234.24,2047.15,-208.17,-448.57,-152.85
72.862,448.81,1369.61,247.24,2065.66,-199.73,-448.98,-155.09
72.893,448.81,1369.61,247.24,2065.66,-199.73,-448.98,-155.09
72.931,448.81,1369.61,247.24,2065.66,-199.73,-448.98,-155.09
72.994,476.36,1376.62,248.32,2101.30,-220.83,-459.19,-156.63
73.047,438.62,1371.36,236.04,2046.02,-212.02,-453.43,-154.61
73.078,438.62,1371.36,236.04,2046.02,-212.02,-453.43,-154.61
73.131,472.40,1343.03,254.57,2070.00,-219.63,-445.28,-153.86
73.163,472.40,1343.03,254.57,2070.00,-219.63,-445.28,-153.86
73.210,479.15,1403.28,237.41,2119.83,-222.53,-465.44,-154.48
73.263,479.15,1403.28,237.41,2119.83,-222.53,-465.44,-154.48
73.294,403.23,1378.41,237.51,2019.15,-183.71,-454.81,-158.03
73.332,403.23,1378.41,237.51,2019.15,-183.71,-454.81,-158.03
73.379,439.26,1399.47,248.60,2087.33,-210.46,-461.40,-156.40
73.410,439.26,1399.47,248.60,2087.33,-210.46,-461.40,-156.40
73.463,425.52,1377.68,230.04,2033.24,-202.53,-455.29,-156.31
73.510,425.52,1377.68,230.04,2033.24,-202.53,-455.29,-156.31
73.563,402.16,1374.47,245.95,2022.58,-183.86,-448.02,-159.95
73.594,402.16,1374.47,245.95,2022.58,-183.86,-448.02,-159.95
73.647,446.37,1381.97,244.05,2072.39,-203.98,-457.69,-157.73
73.694,472.00,1414.36,232.52,2118.88,-215.19,-471.26,-155.05
73.732,472.00,1414.36,232.52,2118.88,-215.19,-471.26,-155.05
73.778,456.14,1375.86,252.73,2084.73,-206.94,-458.12,-157.59
73.816,456.14,1375.86,252.73,2084.73,-206.94,-458.12,-157.59
73.863,485.80,1376.99,240.68,2103.46,-213.09,-448.65,-155.44
73.910,485.80,1376.99,240.68,2103.46,-213.09,-448.65,-155.44
73.947,454.97,1361.92,240.80,2057.69,-202.53,-446.78,-156.96
73.994,454.97,1361.92,240.80,2057.69,-202.53,-446.78,-156.96
74.047,463.63,1380.61,250.32,2094.56,-209.93,-456.70,-156.92
74.078,463.63,1380.61,250.32,2094.56,-209.93,-456.70,-156.92
