TIME,WL1,WL2,WL3,VARL1,VARL2,VARL3
53488,-139.910705566406,-139.910705566406,-139.910705566406,-139.910705566406,-139.910705566406,-139.910705566406
53488,-213.142333984375,-213.142333984375,-213.142333984375,-213.142333984375,-213.142333984375,-213.142333984375
53488,225.503723144531,225.503723144531,225.503723144531,225.503723144531,225.503723144531,225.503723144531
53488,134.920883178711,134.920883178711,134.920883178711,134.920883178711,134.920883178711,134.920883178711
53488,615.8515625,615.8515625,615.8515625,615.8515625,615.8515625,615.8515625
53488,-197.749816894531,-197.749816894531,-197.749816894531,-197.749816894531,-197.749816894531,-197.749816894531
53488,-139.0888671875,-139.0888671875,-139.0888671875,-139.0888671875,-139.0888671875,-139.0888671875
53488,-214.407974243164,-214.407974243164,-214.407974243164,-214.407974243164,-214.407974243164,-214.407974243164
53488,252.622863769531,252.622863769531,252.622863769531,252.622863769531,252.622863769531,252.622863769531
53488,135.499130249023,135.499130249023,135.499130249023,135.499130249023,135.499130249023,135.499130249023
53488,611.717834472656,611.717834472656,611.717834472656,611.717834472656,611.717834472656,611.717834472656
53488,-213.887878417969,-213.887878417969,-213.887878417969,-213.887878417969,-213.887878417969,-213.887878417969
53488,-139.660949707031,-139.660949707031,-139.660949707031,-139.660949707031,-139.660949707031,-139.660949707031
53488,-215.345367431641,-215.345367431641,-215.345367431641,-215.345367431641,-215.345367431641,-215.345367431641
53488,254.088928222656,254.088928222656,254.088928222656,254.088928222656,254.088928222656,254.088928222656
53488,139.321487426758,139.321487426758,139.321487426758,139.321487426758,139.321487426758,139.321487426758
53488,606.049682617188,606.049682617188,606.049682617188,606.049682617188,606.049682617188,606.049682617188
53488,-215.512954711914,-215.512954711914,-215.512954711914,-215.512954711914,-215.512954711914,-215.512954711914
53488,-138.924591064453,-138.924591064453,-138.924591064453,-138.924591064453,-138.924591064453,-138.924591064453
53488,-213.605285644531,-213.605285644531,-213.605285644531,-213.605285644531,-213.605285644531,-213.605285644531
53488,-221.735610961914,-221.735610961914,-221.735610961914,-221.735610961914,-221.735610961914,-221.735610961914
53488,-139.647384643555,-139.647384643555,-139.647384643555,-139.647384643555,-139.647384643555,-139.647384643555
53488,-212.634582519531,-212.634582519531,-212.634582519531,-212.634582519531,-212.634582519531,-212.634582519531
53488,226.692733764648,226.692733764648,226.692733764648,226.692733764648,226.692733764648,226.692733764648
53488,139.551605224609,139.551605224609,139.551605224609,139.551605224609,139.551605224609,139.551605224609
53488,601.686706542969,601.686706542969,601.686706542969,601.686706542969,601.686706542969,601.686706542969
53488,-189.409942626953,-189.409942626953,-189.409942626953,-189.409942626953,-189.409942626953,-189.409942626953
53488,-139.337051391602,-139.337051391602,-139.337051391602,-139.337051391602,-139.337051391602,-139.337051391602
53488,-214.277130126953,-214.277130126953,-214.277130126953,-214.277130126953,-214.277130126953,-214.277130126953
53488,225.80598449707,225.80598449707,225.80598449707,225.80598449707,225.80598449707,225.80598449707
53488,141.485565185547,141.485565185547,141.485565185547,141.485565185547,141.485565185547,141.485565185547
53488,604.324768066406,604.324768066406,604.324768066406,604.324768066406,604.324768066406,604.324768066406
53488,-188.727355957031,-188.727355957031,-188.727355957031,-188.727355957031,-188.727355957031,-188.727355957031
53488,-142.20329284668,-142.20329284668,-142.20329284668,-142.20329284668,-142.20329284668,-142.20329284668
53488,-216.46875,-216.46875,-216.46875,-216.46875,-216.46875,-216.46875
53488,239.645370483398,239.645370483398,239.645370483398,239.645370483398,239.645370483398,239.645370483398
53488,138.186019897461,138.186019897461,138.186019897461,138.186019897461,138.186019897461,138.186019897461
53488,583.715942382813,583.715942382813,583.715942382813,583.715942382813,583.715942382813,583.715942382813
53488,-203.997802734375,-203.997802734375,-203.997802734375,-203.997802734375,-203.997802734375,-203.997802734375
53488,-139.450531005859,-139.450531005859,-139.450531005859,-139.450531005859,-139.450531005859,-139.450531005859
53488,-209.813537597656,-209.813537597656,-209.813537597656,-209.813537597656,-209.813537597656,-209.813537597656
53488,292.028076171875,292.028076171875,292.028076171875,292.028076171875,292.028076171875,292.028076171875
53488,135.532928466797,135.532928466797,135.532928466797,135.532928466797,135.532928466797,135.532928466797
53488,574.419128417969,574.419128417969,574.419128417969,574.419128417969,574.419128417969,574.419128417969
53488,-221.690399169922,-221.690399169922,-221.690399169922,-221.690399169922,-221.690399169922,-221.690399169922
53488,-138.781616210938,-138.781616210938,-138.781616210938,-138.781616210938,-138.781616210938,-138.781616210938
53488,-206.115936279297,-206.115936279297,-206.115936279297,-206.115936279297,-206.115936279297,-206.115936279297
53488,-140.825897216797,-140.825897216797,-140.825897216797,-140.825897216797,-140.825897216797,-140.825897216797
53488,-211.219299316406,-211.219299316406,-211.219299316406,-211.219299316406,-211.219299316406,-211.219299316406
53488,280.068908691406,280.068908691406,280.068908691406,280.068908691406,280.068908691406,280.068908691406
53488,136.149124145508,136.149124145508,136.149124145508,136.149124145508,136.149124145508,136.149124145508
53488,581.779968261719,581.779968261719,581.779968261719,581.779968261719,581.779968261719,581.779968261719
53488,-201.2685546875,-201.2685546875,-201.2685546875,-201.2685546875,-201.2685546875,-201.2685546875
53488,-138.912384033203,-138.912384033203,-138.912384033203,-138.912384033203,-138.912384033203,-138.912384033203
53488,-210.020614624023,-210.020614624023,-210.020614624023,-210.020614624023,-210.020614624023,-210.020614624023
53489,261.746429443359,261.746429443359,261.746429443359,261.746429443359,261.746429443359,261.746429443359
53489,138.107727050781,138.107727050781,138.107727050781,138.107727050781,138.107727050781,138.107727050781
53489,582.271240234375,582.271240234375,582.271240234375,582.271240234375,582.271240234375,582.271240234375
53489,-198.056381225586,-198.056381225586,-198.056381225586,-198.056381225586,-198.056381225586,-198.056381225586
53489,-142.379898071289,-142.379898071289,-142.379898071289,-142.379898071289,-142.379898071289,-142.379898071289
53489,-208.729934692383,-208.729934692383,-208.729934692383,-208.729934692383,-208.729934692383,-208.729934692383
53489,256.632629394531,256.632629394531,256.632629394531,256.632629394531,256.632629394531,256.632629394531
53489,138.711090087891,138.711090087891,138.711090087891,138.711090087891,138.711090087891,138.711090087891
53489,582.481018066406,582.481018066406,582.481018066406,582.481018066406,582.481018066406,582.481018066406
53489,-197.067855834961,-197.067855834961,-197.067855834961,-197.067855834961,-197.067855834961,-197.067855834961
53489,-139.89794921875,-139.89794921875,-139.89794921875,-139.89794921875,-139.89794921875,-139.89794921875
53489,-210.540222167969,-210.540222167969,-210.540222167969,-210.540222167969,-210.540222167969,-210.540222167969
53489,220.43000793457,220.43000793457,220.43000793457,220.43000793457,220.43000793457,220.43000793457
53489,140.917724609375,140.917724609375,140.917724609375,140.917724609375,140.917724609375,140.917724609375
53489,574.197021484375,574.197021484375,574.197021484375,574.197021484375,574.197021484375,574.197021484375
53489,-187.471282958984,-187.471282958984,-187.471282958984,-187.471282958984,-187.471282958984,-187.471282958984
53489,-147.392715454102,-147.392715454102,-147.392715454102,-147.392715454102,-147.392715454102,-147.392715454102
53489,-206.081451416016,-206.081451416016,-206.081451416016,-206.081451416016,-206.081451416016,-206.081451416016
53489,229.537368774414,229.537368774414,229.537368774414,229.537368774414,229.537368774414,229.537368774414
53489,137.257858276367,137.257858276367,137.257858276367,137.257858276367,137.257858276367,137.257858276367
53489,574.160217285156,574.160217285156,574.160217285156,574.160217285156,574.160217285156,574.160217285156
53489,-188.728668212891,-188.728668212891,-188.728668212891,-188.728668212891,-188.728668212891,-188.728668212891
53489,-139.716995239258,-139.716995239258,-139.716995239258,-139.716995239258,-139.716995239258,-139.716995239258
53489,-206.549331665039,-206.549331665039,-206.549331665039,-206.549331665039,-206.549331665039,-206.549331665039
53489,255.837356567383,255.837356567383,255.837356567383,255.837356567383,255.837356567383,255.837356567383
53489,138.337982177734,138.337982177734,138.337982177734,138.337982177734,138.337982177734,138.337982177734
53489,581.514526367188,581.514526367188,581.514526367188,581.514526367188,581.514526367188,581.514526367188
53489,-207.672271728516,-207.672271728516,-207.672271728516,-207.672271728516,-207.672271728516,-207.672271728516
53489,-140.014114379883,-140.014114379883,-140.014114379883,-140.014114379883,-140.014114379883,-140.014114379883
53489,-211.581832885742,-211.581832885742,-211.581832885742,-211.581832885742,-211.581832885742,-211.581832885742
53489,262.003143310547,262.003143310547,262.003143310547,262.003143310547,262.003143310547,262.003143310547
53489,137.560073852539,137.560073852539,137.560073852539,137.560073852539,137.560073852539,137.560073852539
53489,587.658874511719,587.658874511719,587.658874511719,587.658874511719,587.658874511719,587.658874511719
53489,-214.851486206055,-214.851486206055,-214.851486206055,-214.851486206055,-214.851486206055,-214.851486206055
53489,-138.969223022461,-138.969223022461,-138.969223022461,-138.969223022461,-138.969223022461,-138.969223022461
53489,-216.575622558594,-216.575622558594,-216.575622558594,-216.575622558594,-216.575622558594,-216.575622558594
53489,320.812133789063,320.812133789063,320.812133789063,320.812133789063,320.812133789063,320.812133789063
53489,137.137619018555,137.137619018555,137.137619018555,137.137619018555,137.137619018555,137.137619018555
53489,608.384216308594,608.384216308594,608.384216308594,608.384216308594,608.384216308594,608.384216308594
53489,-219.859085083008,-219.859085083008,-219.859085083008,-219.859085083008,-219.859085083008,-219.859085083008
53489,-139.701522827148,-139.701522827148,-139.701522827148,-139.701522827148,-139.701522827148,-139.701522827148
53489,-216.794982910156,-216.794982910156,-216.794982910156,-216.794982910156,-216.794982910156,-216.794982910156
53489,350.425598144531,350.425598144531,350.425598144531,350.425598144531,350.425598144531,350.425598144531
53489,139.275497436523,139.275497436523,139.275497436523,139.275497436523,139.275497436523,139.275497436523
53489,581.057922363281,581.057922363281,581.057922363281,581.057922363281,581.057922363281,581.057922363281
53489,-211.081573486328,-211.081573486328,-211.081573486328,-211.081573486328,-211.081573486328,-211.081573486328
53489,-140.011520385742,-140.011520385742,-140.011520385742,-140.011520385742,-140.011520385742,-140.011520385742
53489,-211.905563354492,-211.905563354492,-211.905563354492,-211.905563354492,-211.905563354492,-211.905563354492
53489,255.122985839844,255.122985839844,255.122985839844,255.122985839844,255.122985839844,255.122985839844
53489,141.571533203125,141.571533203125,141.571533203125,141.571533203125,141.571533203125,141.571533203125
53489,574.7587890625,574.7587890625,574.7587890625,574.7587890625,574.7587890625,574.7587890625
53489,-204.091735839844,-204.091735839844,-204.091735839844,-204.091735839844,-204.091735839844,-204.091735839844
53489,-141.253707885742,-141.253707885742,-141.253707885742,-141.253707885742,-141.253707885742,-141.253707885742
53489,-210.876220703125,-210.876220703125,-210.876220703125,-210.876220703125,-210.876220703125,-210.876220703125
53489,207.512054443359,207.512054443359,207.512054443359,207.512054443359,207.512054443359,207.512054443359
53489,136.108612060547,136.108612060547,136.108612060547,136.108612060547,136.108612060547,136.108612060547
53489,578.252319335938,578.252319335938,578.252319335938,578.252319335938,578.252319335938,578.252319335938
53489,-189.076675415039,-189.076675415039,-189.076675415039,-189.076675415039,-189.076675415039,-189.076675415039
53489,-139.123992919922,-139.123992919922,-139.123992919922,-139.123992919922,-139.123992919922,-139.123992919922
53489,-207.864288330078,-207.864288330078,-207.864288330078,-207.864288330078,-207.864288330078,-207.864288330078
53489,220.299301147461,220.299301147461,220.299301147461,220.299301147461,220.299301147461,220.299301147461
53489,137.212493896484,137.212493896484,137.212493896484,137.212493896484,137.212493896484,137.212493896484
53489,580.278930664063,580.278930664063,580.278930664063,580.278930664063,580.278930664063,580.278930664063
53489,-195.514266967773,-195.514266967773,-195.514266967773,-195.514266967773,-195.514266967773,-195.514266967773
53489,-138.997222900391,-138.997222900391,-138.997222900391,-138.997222900391,-138.997222900391,-138.997222900391
53489,-211.082626342773,-211.082626342773,-211.082626342773,-211.082626342773,-211.082626342773,-211.082626342773
53490,209.565444946289,209.565444946289,209.565444946289,209.565444946289,209.565444946289,209.565444946289
53490,136.527282714844,136.527282714844,136.527282714844,136.527282714844,136.527282714844,136.527282714844
53490,575.595092773438,575.595092773438,575.595092773438,575.595092773438,575.595092773438,575.595092773438
53490,-186.080078125,-186.080078125,-186.080078125,-186.080078125,-186.080078125,-186.080078125
53490,-142.85514831543,-142.85514831543,-142.85514831543,-142.85514831543,-142.85514831543,-142.85514831543
53490,-209.101425170898,-209.101425170898,-209.101425170898,-209.101425170898,-209.101425170898,-209.101425170898
53490,209.447128295898,209.447128295898,209.447128295898,209.447128295898,209.447128295898,209.447128295898
53490,139.465316772461,139.465316772461,139.465316772461,139.465316772461,139.465316772461,139.465316772461
53490,571.417358398438,571.417358398438,571.417358398438,571.417358398438,571.417358398438,571.417358398438
53490,-185.787139892578,-185.787139892578,-185.787139892578,-185.787139892578,-185.787139892578,-185.787139892578
53490,-139.297454833984,-139.297454833984,-139.297454833984,-139.297454833984,-139.297454833984,-139.297454833984
53490,-209.839294433594,-209.839294433594,-209.839294433594,-209.839294433594,-209.839294433594,-209.839294433594
53490,230.488647460938,230.488647460938,230.488647460938,230.488647460938,230.488647460938,230.488647460938
53490,138.270278930664,138.270278930664,138.270278930664,138.270278930664,138.270278930664,138.270278930664
53490,555.522277832031,555.522277832031,555.522277832031,555.522277832031,555.522277832031,555.522277832031
53490,-210.281021118164,-210.281021118164,-210.281021118164,-210.281021118164,-210.281021118164,-210.281021118164
53490,-139.35676574707,-139.35676574707,-139.35676574707,-139.35676574707,-139.35676574707,-139.35676574707
53490,-204.685119628906,-204.685119628906,-204.685119628906,-204.685119628906,-204.685119628906,-204.685119628906
53490,236.618759155273,236.618759155273,236.618759155273,236.618759155273,236.618759155273,236.618759155273
53490,137.609848022461,137.609848022461,137.609848022461,137.609848022461,137.609848022461,137.609848022461
53490,551.682800292969,551.682800292969,551.682800292969,551.682800292969,551.682800292969,551.682800292969
53490,-213.564041137695,-213.564041137695,-213.564041137695,-213.564041137695,-213.564041137695,-213.564041137695
53490,-139.135879516602,-139.135879516602,-139.135879516602,-139.135879516602,-139.135879516602,-139.135879516602
53490,-203.770935058594,-203.770935058594,-203.770935058594,-203.770935058594,-203.770935058594,-203.770935058594
53490,231.43798828125,231.43798828125,231.43798828125,231.43798828125,231.43798828125,231.43798828125
53490,141.361587524414,141.361587524414,141.361587524414,141.361587524414,141.361587524414,141.361587524414
53490,559.9189453125,559.9189453125,559.9189453125,559.9189453125,559.9189453125,559.9189453125
53490,-209.46907043457,-209.46907043457,-209.46907043457,-209.46907043457,-209.46907043457,-209.46907043457
53490,-141.117950439453,-141.117950439453,-141.117950439453,-141.117950439453,-141.117950439453,-141.117950439453
53490,-217.052841186523,-217.052841186523,-217.052841186523,-217.052841186523,-217.052841186523,-217.052841186523
53490,339.309020996094,339.309020996094,339.309020996094,339.309020996094,339.309020996094,339.309020996094
53490,139.585830688477,139.585830688477,139.585830688477,139.585830688477,139.585830688477,139.585830688477
53490,573.149719238281,573.149719238281,573.149719238281,573.149719238281,573.149719238281,573.149719238281
53490,-215.93115234375,-215.93115234375,-215.93115234375,-215.93115234375,-215.93115234375,-215.93115234375
53490,-140.674453735352,-140.674453735352,-140.674453735352,-140.674453735352,-140.674453735352,-140.674453735352
53490,-229.742797851563,-229.742797851563,-229.742797851563,-229.742797851563,-229.742797851563,-229.742797851563
53490,219.002746582031,219.002746582031,219.002746582031,219.002746582031,219.002746582031,219.002746582031
53490,137.172164916992,137.172164916992,137.172164916992,137.172164916992,137.172164916992,137.172164916992
53490,570.588256835938,570.588256835938,570.588256835938,570.588256835938,570.588256835938,570.588256835938
53490,-188.352661132813,-188.352661132813,-188.352661132813,-188.352661132813,-188.352661132813,-188.352661132813
53490,-140.073257446289,-140.073257446289,-140.073257446289,-140.073257446289,-140.073257446289,-140.073257446289
53490,-228.199264526367,-228.199264526367,-228.199264526367,-228.199264526367,-228.199264526367,-228.199264526367
53490,228.944122314453,228.944122314453,228.944122314453,228.944122314453,228.944122314453,228.944122314453
53490,138.390930175781,138.390930175781,138.390930175781,138.390930175781,138.390930175781,138.390930175781
53490,570.615600585938,570.615600585938,570.615600585938,570.615600585938,570.615600585938,570.615600585938
53490,-188.932891845703,-188.932891845703,-188.932891845703,-188.932891845703,-188.932891845703,-188.932891845703
53490,-140.485794067383,-140.485794067383,-140.485794067383,-140.485794067383,-140.485794067383,-140.485794067383
53490,-224.748672485352,-224.748672485352,-224.748672485352,-224.748672485352,-224.748672485352,-224.748672485352
53490,220.46208190918,220.46208190918,220.46208190918,220.46208190918,220.46208190918,220.46208190918
53490,138.315811157227,138.315811157227,138.315811157227,138.315811157227,138.315811157227,138.315811157227
53490,574.1025390625,574.1025390625,574.1025390625,574.1025390625,574.1025390625,574.1025390625
53490,-188.052993774414,-188.052993774414,-188.052993774414,-188.052993774414,-188.052993774414,-188.052993774414
53490,-138.548233032227,-138.548233032227,-138.548233032227,-138.548233032227,-138.548233032227,-138.548233032227
53490,-228.209945678711,-228.209945678711,-228.209945678711,-228.209945678711,-228.209945678711,-228.209945678711
53490,238.37646484375,238.37646484375,238.37646484375,238.37646484375,238.37646484375,238.37646484375
53490,134.920166015625,134.920166015625,134.920166015625,134.920166015625,134.920166015625,134.920166015625
53490,575.977416992188,575.977416992188,575.977416992188,575.977416992188,575.977416992188,575.977416992188
53490,-209.583786010742,-209.583786010742,-209.583786010742,-209.583786010742,-209.583786010742,-209.583786010742
53490,-138.2529296875,-138.2529296875,-138.2529296875,-138.2529296875,-138.2529296875,-138.2529296875
53490,-229.40657043457,-229.40657043457,-229.40657043457,-229.40657043457,-229.40657043457,-229.40657043457
53490,244.757141113281,244.757141113281,244.757141113281,244.757141113281,244.757141113281,244.757141113281
53490,137.498474121094,137.498474121094,137.498474121094,137.498474121094,137.498474121094,137.498474121094
53490,601.395385742188,601.395385742188,601.395385742188,601.395385742188,601.395385742188,601.395385742188
53490,-216.357498168945,-216.357498168945,-216.357498168945,-216.357498168945,-216.357498168945,-216.357498168945
53490,-139.526657104492,-139.526657104492,-139.526657104492,-139.526657104492,-139.526657104492,-139.526657104492
53490,-235.865097045898,-235.865097045898,-235.865097045898,-235.865097045898,-235.865097045898,-235.865097045898
53491,245.27619934082,245.27619934082,245.27619934082,245.27619934082,245.27619934082,245.27619934082
53491,137.281234741211,137.281234741211,137.281234741211,137.281234741211,137.281234741211,137.281234741211
53491,584.208801269531,584.208801269531,584.208801269531,584.208801269531,584.208801269531,584.208801269531
53491,-203.240356445313,-203.240356445313,-203.240356445313,-203.240356445313,-203.240356445313,-203.240356445313
53491,-142.158065795898,-142.158065795898,-142.158065795898,-142.158065795898,-142.158065795898,-142.158065795898
53491,-229.750198364258,-229.750198364258,-229.750198364258,-229.750198364258,-229.750198364258,-229.750198364258
53491,232.629425048828,232.629425048828,232.629425048828,232.629425048828,232.629425048828,232.629425048828
53491,136.864883422852,136.864883422852,136.864883422852,136.864883422852,136.864883422852,136.864883422852
53491,587.637878417969,587.637878417969,587.637878417969,587.637878417969,587.637878417969,587.637878417969
53491,-196.932754516602,-196.932754516602,-196.932754516602,-196.932754516602,-196.932754516602,-196.932754516602
53491,-138.154373168945,-138.154373168945,-138.154373168945,-138.154373168945,-138.154373168945,-138.154373168945
53491,-231.874221801758,-231.874221801758,-231.874221801758,-231.874221801758,-231.874221801758,-231.874221801758
53491,255.639068603516,255.639068603516,255.639068603516,255.639068603516,255.639068603516,255.639068603516
53491,135.112884521484,135.112884521484,135.112884521484,135.112884521484,135.112884521484,135.112884521484
53491,599.808288574219,599.808288574219,599.808288574219,599.808288574219,599.808288574219,599.808288574219
53491,-218.460250854492,-218.460250854492,-218.460250854492,-218.460250854492,-218.460250854492,-218.460250854492
53491,-139.01838684082,-139.01838684082,-139.01838684082,-139.01838684082,-139.01838684082,-139.01838684082
53491,-243.076690673828,-243.076690673828,-243.076690673828,-243.076690673828,-243.076690673828,-243.076690673828
53491,243.358505249023,243.358505249023,243.358505249023,243.358505249023,243.358505249023,243.358505249023
53491,140.308074951172,140.308074951172,140.308074951172,140.308074951172,140.308074951172,140.308074951172
53491,596.968078613281,596.968078613281,596.968078613281,596.968078613281,596.968078613281,596.968078613281
