set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "S.VARL2" w linespoints, "-" u 1:6 t "S.VARL3" w linespoints, "-" u 1:7 t "S.VARL1" w linespoints, "-" u 1:8 t "T.x" w linespoints
7509.963,330.65,423.86,424.73,-316.32,-235.27,-185.19,0
7509.994,325.92,465.26,425.24,-334.59,-230.43,-197.65,0
7510.041,325.92,465.26,425.24,-334.59,-230.43,-197.65,0
7510.072,328.99,440.80,430.24,-331.58,-231.33,-189.64,0
7510.119,328.99,440.80,430.24,-331.58,-231.33,-189.64,0
7510.166,308.55,470.36,364.70,-323.86,-233.63,-158.73,0
7510.224,308.55,470.36,364.70,-323.86,-233.63,-158.73,0
7510.255,306.54,458.26,414.23,-329.43,-230.02,-174.87,0
7510.302,306.54,458.26,414.23,-329.43,-230.02,-174.87,0
7510.333,307.38,462.84,458.53,-341.48,-229.09,-195.94,0
7510.38,307.38,462.84,458.53,-341.48,-229.09,-195.94,0
7510.411,304.70,457.49,462.20,-332.70,-227.88,-203.14,0
7510.458,304.70,457.49,462.20,-332.70,-227.88,-203.14,0
7510.489,304.26,470.25,443.55,-350.10,-227.01,-197.65,0
7510.536,304.26,470.25,443.55,-350.10,-227.01,-197.65,0
7510.583,302.00,491.85,440.06,-351.69,-229.35,-192.40,0
7510.63,302.00,491.85,440.06,-351.69,-229.35,-192.40,0
7510.661,302.09,489.74,421.53,-339.34,-230.75,-172.97,0
7510.708,302.09,489.74,421.53,-339.34,-230.75,-172.97,0
7510.739,307.34,477.15,405.76,-333.19,-231.38,-174.38,0
7510.802,307.34,477.15,405.76,-333.19,-231.38,-174.38,0
7510.849,320.70,480.03,423.51,-340.69,-229.40,-188.95,0
7510.895,320.70,480.03,423.51,-340.69,-229.40,-188.95,0
7510.942,321.95,501.65,379.48,-342.24,-234.00,-156.93,0
7510.989,321.95,501.65,379.48,-342.24,-234.00,-156.93,0
7511.036,304.53,484.84,419.48,-342.94,-230.21,-184.84,0
7511.083,299.58,490.59,403.41,-342.60,-231.59,-170.75,0
7511.114,299.58,490.59,403.41,-342.60,-231.59,-170.75,0
7511.161,299.58,490.59,403.41,-342.60,-231.59,-170.75,0
7511.192,304.46,477.30,406.51,-333.63,-231.05,-179.66,0
7511.224,304.46,477.30,406.51,-333.63,-231.05,-179.66,0
7511.271,305.00,487.54,430.88,-343.34,-227.53,-189.21,0
7511.317,305.00,487.54,430.88,-343.34,-227.53,-189.21,0
7511.364,307.49,504.51,430.27,-353.94,-228.75,-194.01,0
7511.427,302.33,1267.35,411.35,-366.61,-228.72,-183.32,0
7511.474,302.33,1267.35,411.35,-366.61,-228.72,-183.32,0
7511.505,304.43,1282.48,419.03,-375.62,-230.05,-183.82,0
7511.552,304.43,1282.48,419.03,-375.62,-230.05,-183.82,0
7511.583,305.30,1233.81,392.00,-354.65,-232.26,-158.37,0
7511.63,305.30,1233.81,392.00,-354.65,-232.26,-158.37,0
7511.677,298.80,1307.71,376.51,-391.22,-231.23,-152.21,830.41
7511.708,298.80,1307.71,376.51,-391.22,-231.23,-152.21,0
7511.739,304.43,1289.09,427.34,-387.49,-229.63,-183.61,0
7511.786,304.43,1289.09,427.34,-387.49,-229.63,-183.61,0
7511.833,307.32,1286.68,414.58,-382.34,-230.46,-185.43,0
7511.864,307.32,1286.68,414.58,-382.34,-230.46,-185.43,0
7511.896,307.32,1286.68,414.58,-382.34,-230.46,-185.43,0
7511.942,303.86,1275.36,452.24,-373.85,-230.15,-189.08,0
7511.974,303.86,1275.36,452.24,-373.85,-230.15,-189.08,0
7512.005,304.40,1261.96,400.13,-367.74,-232.11,-157.10,0
7512.052,304.40,1261.96,400.13,-367.74,-232.11,-157.10,0
7512.083,306.91,1294.48,436.26,-379.65,-227.77,-185.64,0
7512.146,306.91,1294.48,436.26,-379.65,-227.77,-185.64,0
7512.188,305.96,1275.41,430.92,-372.16,-230.19,-182.03,0
7512.219,305.96,1275.41,430.92,-372.16,-230.19,-182.03,0
7512.266,304.03,1289.33,426.57,-386.51,-229.93,-184.55,0
7512.297,304.03,1289.33,426.57,-386.51,-229.93,-184.55,0
7512.344,315.53,1242.26,420.43,-360.50,-231.97,-173.16,0
7512.375,315.53,1242.26,420.43,-360.50,-231.97,-173.16,0
7512.422,333.69,1272.41,426.49,-372.66,-231.66,-177.49,0
7512.469,333.69,1272.41,426.49,-372.66,-231.66,-177.49,0
7512.5,333.66,1255.78,421.67,-367.40,-231.35,-174.34,0
7512.547,333.66,1255.78,421.67,-367.40,-231.35,-174.34,0
7512.578,328.50,1272.70,424.41,-378.45,-231.00,-175.47,0
7512.61,328.50,1272.70,424.41,-378.45,-231.00,-175.47,0
7512.656,325.55,1308.20,472.02,-381.01,-228.58,-206.03,0
7512.688,325.55,1308.20,472.02,-381.01,-228.58,-206.03,0
7512.735,325.55,1308.20,472.02,-381.01,-228.58,-206.03,0
7512.766,321.83,1266.95,420.70,-370.94,-230.44,-180.46,0
7512.797,321.83,1266.95,420.70,-370.94,-230.44,-180.46,0
7512.844,324.67,1276.59,430.06,-372.87,-229.50,-185.38,0
7512.875,324.67,1276.59,430.06,-372.87,-229.50,-185.38,0
7512.922,322.65,1267.92,429.61,-369.52,-229.62,-187.47,0
7512.953,322.65,1267.92,429.61,-369.52,-229.62,-187.47,0
7513.0,323.97,1277.64,427.10,-365.49,-229.99,-191.05,0
7513.047,323.97,1277.64,427.10,-365.49,-229.99,-191.05,0
7513.078,323.97,1277.64,427.10,-365.49,-229.99,-191.05,0
7513.125,327.33,1277.03,411.40,-371.92,-232.63,-172.97,0
7513.157,327.33,1277.03,411.40,-371.92,-232.63,-172.97,0
7513.203,321.73,1265.72,413.53,-370.80,-230.93,-181.36,0
7513.235,321.73,1265.72,413.53,-370.80,-230.93,-181.36,0
7513.281,324.12,1275.57,422.24,-374.28,-233.11,-180.71,0
7513.313,324.12,1275.57,422.24,-374.28,-233.11,-180.71,0
7513.36,325.13,1286.32,404.34,-376.76,-231.58,-175.10,0
7513.391,325.13,1286.32,404.34,-376.76,-231.58,-175.10,0
7513.453,328.98,1284.16,432.73,-377.11,-230.64,-189.57,0
7513.485,328.98,1284.16,432.73,-377.11,-230.64,-189.57,0
7513.532,325.05,1261.30,429.55,-362.76,-231.25,-181.17,0
7513.563,325.05,1261.30,429.55,-362.76,-231.25,-181.17,0
7513.61,307.61,1241.22,401.31,-356.04,-233.39,-158.30,0
7513.641,307.61,1241.22,401.31,-356.04,-233.39,-158.30,0
7513.688,308.08,1267.18,402.65,-367.10,-233.31,-167.90,0
7513.735,308.08,1267.18,402.65,-367.10,-233.31,-167.90,0
7513.766,313.92,1249.30,438.01,-354.08,-230.20,-188.04,0
7513.813,313.92,1249.30,438.01,-354.08,-230.20,-188.04,0
7513.844,310.41,1254.74,444.47,-358.04,-230.02,-196.62,0
7513.891,310.41,1254.74,444.47,-358.04,-230.02,-196.62,0
7513.938,301.18,1292.09,415.74,-382.80,-229.55,-176.98,0
7513.969,301.18,1292.09,415.74,-382.80,-229.55,-176.98,0
7514.016,301.56,1309.49,404.57,-393.13,-228.89,-174.39,0
7514.047,301.56,1309.49,404.57,-393.13,-228.89,-174.39,0
7514.078,301.56,1309.49,404.57,-393.13,-228.89,-174.39,0
7514.125,308.03,1272.23,396.10,-381.22,-229.37,-176.67,0
7514.157,308.03,1272.23,396.10,-381.22,-229.37,-176.67,0
7514.199,304.21,1292.38,423.35,-381.96,-226.14,-196.79,0
7514.261,306.19,1233.32,385.80,-350.78,-231.82,-160.94,0
7514.292,306.19,1233.32,385.80,-350.78,-231.82,-160.94,0
7514.355,300.51,1295.54,381.81,-384.20,-229.15,-170.06,0
7514.386,300.51,1295.54,381.81,-384.20,-229.15,-170.06,0
7514.433,301.88,1284.32,407.82,-381.20,-228.51,-180.73,0
7514.464,301.88,1284.32,407.82,-381.20,-228.51,-180.73,0
7514.511,301.93,1298.89,424.88,-387.23,-228.99,-194.20,0
7514.558,301.93,1298.89,424.88,-387.23,-228.99,-194.20,0
7514.605,304.06,1285.39,370.57,-383.09,-231.96,-150.27,0
7514.652,304.06,1285.39,370.57,-383.09,-231.96,-150.27,0
7514.699,323.70,1259.15,364.53,-376.25,-235.16,-148.28,0
7514.73,323.70,1259.15,364.53,-376.25,-235.16,-148.28,0
7514.792,334.34,1257.05,401.73,-369.94,-234.26,-166.45,0
7514.824,334.34,1257.05,401.73,-369.94,-234.26,-166.45,0
7514.871,313.96,1270.32,403.37,-373.72,-232.70,-172.06,0
7514.902,313.96,1270.32,403.37,-373.72,-232.70,-172.06,0
7514.933,304.00,1267.99,372.68,-369.75,-233.01,-150.81,0
7514.98,304.00,1267.99,372.68,-369.75,-233.01,-150.81,0
7515.027,328.66,1274.81,418.04,-377.29,-234.09,-182.15,0
7515.058,328.66,1274.81,418.04,-377.29,-234.09,-182.15,0
7515.105,324.55,1277.74,434.79,-379.41,-232.08,-180.29,0
7515.136,324.55,1277.74,434.79,-379.41,-232.08,-180.29,0
7515.183,322.36,1264.51,432.93,-368.67,-230.99,-184.68,0
7515.214,322.36,1264.51,432.93,-368.67,-230.99,-184.68,0
7515.246,322.36,1264.51,432.93,-368.67,-230.99,-184.68,0
7515.292,313.70,1270.58,373.21,-375.80,-231.20,-154.81,0
7515.324,313.70,1270.58,373.21,-375.80,-231.20,-154.81,0
7515.371,311.52,1264.10,408.90,-366.20,-228.78,-177.48,0
7515.404,311.52,1264.10,408.90,-366.20,-228.78,-177.48,0
7515.451,311.81,1259.71,398.28,-370.35,-231.28,-173.75,0
7515.482,311.81,1259.71,398.28,-370.35,-231.28,-173.75,0
7515.513,312.10,1253.27,424.24,-371.11,-230.45,-181.73,0
7515.56,312.10,1253.27,424.24,-371.11,-230.45,-181.73,0
7515.591,309.03,1241.96,432.12,-357.81,-230.04,-191.91,0
7515.638,309.03,1241.96,432.12,-357.81,-230.04,-191.91,0
7515.669,308.42,1260.23,375.41,-370.03,-232.57,-156.31,0
7515.701,308.42,1260.23,375.41,-370.03,-232.57,-156.31,0
7515.747,308.42,1260.23,375.41,-370.03,-232.57,-156.31,0
7515.779,309.91,1283.55,470.03,-381.45,-227.30,-204.42,0
7515.841,306.54,1260.68,430.46,-369.11,-229.27,-192.58,0
7515.872,306.54,1260.68,430.46,-369.11,-229.27,-192.58,0
7515.919,308.00,1284.74,422.98,-380.51,-227.53,-197.39,0
7515.966,308.00,1284.74,422.98,-380.51,-227.53,-197.39,0
7516.013,326.90,1226.67,421.40,-349.74,-233.16,-172.28,0
7516.044,326.90,1226.67,421.40,-349.74,-233.16,-172.28,0
7516.091,322.61,1255.15,378.82,-373.07,-236.56,-154.29,0
