set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
8999.535,401.56,508.00,376.31,0
8999.567,404.77,493.41,371.55,0
8999.614,404.77,493.41,371.55,0
8999.645,409.66,472.66,409.12,0
8999.692,409.66,472.66,409.12,0
8999.723,408.50,462.08,389.57,0
8999.77,408.50,462.08,389.57,0
8999.801,408.50,462.08,389.57,0
8999.848,399.49,543.46,359.44,0
8999.879,399.49,543.46,359.44,0
8999.926,402.08,494.40,353.72,0
8999.957,402.08,494.40,353.72,0
9000.036,405.12,475.57,397.33,0
9000.082,406.99,491.69,356.24,0
9000.124,406.99,491.69,356.24,0
9000.156,406.18,489.78,414.19,0
9000.198,406.18,489.78,414.19,0
9000.257,408.32,471.63,374.31,0
9000.288,408.32,471.63,374.31,0
9000.327,401.56,494.86,354.32,0
9000.374,401.56,494.86,354.32,0
9000.406,408.61,431.33,368.13,0
9000.444,408.61,431.33,368.13,0
9000.49,402.37,500.13,377.63,0
9000.529,402.37,500.13,377.63,0
9000.576,406.48,482.90,358.66,0
9000.607,406.48,482.90,358.66,0
9000.646,408.10,448.86,397.70,0
9000.692,408.10,448.86,397.70,0
9000.739,397.03,524.15,349.57,0
9000.771,397.03,524.15,349.57,0
9000.802,397.03,524.15,349.57,0
9000.864,397.75,497.53,326.39,0
9000.896,400.35,490.15,394.48,0
9000.942,400.35,490.15,394.48,0
9000.989,403.19,491.79,361.98,0
9001.021,403.19,491.79,361.98,0
9001.052,403.19,491.79,361.98,0
9001.099,404.15,466.83,404.16,0
9001.131,404.15,466.83,404.16,0
9001.162,407.42,520.72,394.54,0
9001.204,407.42,520.72,394.54,0
9001.236,399.79,522.67,330.58,0
9001.283,399.79,522.67,330.58,0
9001.329,398.85,519.00,410.48,0
9001.361,398.85,519.00,410.48,0
9001.392,397.66,494.18,353.67,0
9001.439,397.66,494.18,353.67,0
9001.47,397.66,494.18,353.67,0
9001.501,397.56,509.82,405.78,0
9001.548,397.56,509.82,405.78,0
9001.579,399.91,491.49,369.39,0
9001.658,402.94,472.51,370.66,0
9001.689,402.94,472.51,370.66,0
9001.72,402.94,472.51,370.66,0
9001.767,412.27,504.79,401.28,0
9001.814,412.27,504.79,401.28,0
9001.861,400.33,478.21,407.46,0
9001.892,403.80,473.91,393.17,0
9001.939,403.80,473.91,393.17,0
9001.97,403.80,473.91,393.17,0
9002.017,398.94,515.16,380.55,0
9002.048,398.94,515.16,380.55,0
9002.184,398.24,509.00,405.25,0
9002.215,396.66,508.48,344.39,0
9002.262,402.50,474.44,374.91,0
9002.293,402.50,474.44,374.91,0
9002.34,401.02,501.27,360.19,0
9002.372,401.02,501.27,360.19,0
9002.418,404.04,497.79,369.74,0
9002.45,404.04,497.79,369.74,0
9002.502,400.75,489.82,316.62,0
9002.533,400.75,489.82,316.62,0
9002.58,403.65,500.21,362.36,0
9002.627,403.65,500.21,362.36,0
9002.658,399.37,518.25,342.38,0
9002.705,399.37,518.25,342.38,0
9002.736,402.81,484.98,369.22,0
9002.767,402.81,484.98,369.22,0
9002.814,399.40,479.86,328.97,0
9002.845,399.40,479.86,328.97,0
9002.892,399.40,479.86,328.97,0
9002.924,399.25,503.71,370.47,0
9002.97,399.25,503.71,370.47,0
9003.002,403.82,473.57,328.71,0
9003.049,403.82,473.57,328.71,0
9003.095,401.63,505.11,381.67,0
9003.142,401.63,505.11,381.67,0
9003.184,405.34,472.60,363.25,0
9003.231,405.34,472.60,363.25,0
9003.278,410.07,468.53,411.24,0
9003.309,410.07,468.53,411.24,0
9003.34,408.49,451.87,376.60,0
9003.387,408.49,451.87,376.60,0
9003.419,399.48,524.58,358.29,0
9003.465,399.48,524.58,358.29,0
9003.512,410.52,459.68,473.03,0
9003.544,410.52,459.68,473.03,0
9003.59,404.52,463.18,1227.93,0
9003.622,404.52,463.18,1227.93,0
9003.653,404.52,463.18,1227.93,0
9003.715,399.62,512.25,1200.27,0
9003.747,404.27,488.81,1284.98,926.68994
9003.794,404.27,488.81,1284.98,0
9003.825,398.84,492.69,1265.24,0
9003.872,398.84,492.69,1265.24,0
9003.919,400.45,482.53,1250.16,0
9003.95,400.45,482.53,1250.16,0
9003.997,398.66,527.42,1249.13,0
9004.028,398.66,527.42,1249.13,0
9004.075,400.94,510.61,1278.54,0
9004.106,400.94,510.61,1278.54,0
9004.137,400.94,510.61,1278.54,0
9004.179,397.52,529.87,1217.32,0
9004.226,397.52,529.87,1217.32,0
9004.257,405.39,506.29,1304.19,0
9004.304,405.39,506.29,1304.19,0
9004.336,401.67,483.79,1237.69,0
9004.382,401.67,483.79,1237.69,0
9004.414,398.20,532.52,1253.28,0
9004.46,398.20,532.52,1253.28,0
9004.492,406.15,447.09,1282.33,0
9004.539,406.15,447.09,1282.33,0
9004.57,406.15,447.09,1282.33,0
9004.601,399.44,515.47,1209.08,0
9004.648,399.44,515.47,1209.08,0
9004.679,404.36,473.75,1240.01,0
9004.726,404.36,473.75,1240.01,0
9004.757,401.84,503.59,1274.04,0
9004.804,401.84,503.59,1274.04,0
9004.835,404.32,451.79,1255.09,0
9004.882,404.32,451.79,1255.09,0
9004.914,402.24,495.60,1243.77,0
9004.96,402.24,495.60,1243.77,0
9005.007,401.38,488.70,1246.74,0
9005.039,401.38,488.70,1246.74,0
9005.086,397.61,488.18,1249.01,0
9005.117,397.61,488.18,1249.01,0
9005.148,397.61,488.18,1249.01,0
9005.19,405.09,478.83,1279.80,0
9005.221,405.09,478.83,1279.80,0
9005.284,403.78,485.22,1308.55,0
9005.331,398.94,516.03,1218.31,0
9005.362,398.94,516.03,1218.31,0
9005.409,398.94,516.03,1218.31,0
9005.44,401.00,492.45,1250.08,0
9005.487,401.00,492.45,1250.08,0
9005.534,396.62,508.13,1208.79,0
9005.565,396.62,508.13,1208.79,0
9005.596,396.15,516.34,1192.73,0
9005.643,396.15,516.34,1192.73,0
9005.674,395.49,492.11,1239.68,0
9005.721,395.49,492.11,1239.68,0
9005.753,401.17,491.76,1248.56,0
9005.815,401.17,491.76,1248.56,0
9005.846,396.99,490.78,1235.51,0
9005.893,396.99,490.78,1235.51,0
9005.94,404.12,489.74,1259.73,0
9005.971,404.12,489.74,1259.73,0
9006.003,407.15,467.10,1267.71,0
9006.065,407.15,467.10,1267.71,0
9006.096,405.73,464.91,1240.43,0
9006.143,405.73,464.91,1240.43,0
9006.174,401.31,501.90,1226.65,0
9006.206,401.31,501.90,1226.65,0
9006.253,400.85,509.90,1233.35,0
9006.284,400.85,509.90,1233.35,0
9006.346,405.74,457.09,1245.22,0
9006.378,405.74,457.09,1245.22,0
9006.424,406.50,451.44,1276.11,0
9006.456,406.50,451.44,1276.11,0
9006.503,397.53,538.93,1225.71,0
9006.534,397.53,538.93,1225.71,0
9006.596,400.77,507.65,1244.49,0
9006.628,400.77,507.65,1244.49,0
9006.675,398.29,482.93,1252.96,0
9006.706,398.29,482.93,1252.96,0
9006.753,397.14,497.12,1228.30,0
9006.799,397.14,497.12,1228.30,0
9006.846,398.68,477.40,1257.74,0
9006.909,398.68,477.40,1257.74,0
9006.94,399.24,473.10,1258.81,0
9006.987,399.24,473.10,1258.81,0
9007.018,404.63,474.00,1248.44,0
9007.065,404.63,474.00,1248.44,0
9007.112,397.72,530.04,1220.01,0
9007.159,397.72,530.04,1220.01,0
9007.201,399.28,482.13,1260.08,0
9007.232,399.28,482.13,1260.08,0
9007.279,396.13,516.95,1226.92,0
9007.31,396.13,516.95,1226.92,0
9007.342,405.46,500.96,1276.16,0
9007.404,405.46,500.96,1276.16,0
9007.435,408.58,483.53,1280.98,0
9007.482,408.58,483.53,1280.98,0
9007.513,400.15,486.01,1226.52,0
9007.56,400.15,486.01,1226.52,0
9007.592,399.96,513.68,1248.32,0
9007.638,399.96,513.68,1248.32,0
9007.67,397.73,480.29,1265.10,0
9007.717,397.73,480.29,1265.10,0

e
8999.535,401.56,508.00,376.31,0
8999.567,404.77,493.41,371.55,0
8999.614,404.77,493.41,371.55,0
8999.645,409.66,472.66,409.12,0
8999.692,409.66,472.66,409.12,0
8999.723,408.50,462.08,389.57,0
8999.77,408.50,462.08,389.57,0
8999.801,408.50,462.08,389.57,0
8999.848,399.49,543.46,359.44,0
8999.879,399.49,543.46,359.44,0
8999.926,402.08,494.40,353.72,0
8999.957,402.08,494.40,353.72,0
9000.036,405.12,475.57,397.33,0
9000.082,406.99,491.69,356.24,0
9000.124,406.99,491.69,356.24,0
9000.156,406.18,489.78,414.19,0
9000.198,406.18,489.78,414.19,0
9000.257,408.32,471.63,374.31,0
9000.288,408.32,471.63,374.31,0
9000.327,401.56,494.86,354.32,0
9000.374,401.56,494.86,354.32,0
9000.406,408.61,431.33,368.13,0
9000.444,408.61,431.33,368.13,0
9000.49,402.37,500.13,377.63,0
9000.529,402.37,500.13,377.63,0
9000.576,406.48,482.90,358.66,0
9000.607,406.48,482.90,358.66,0
9000.646,408.10,448.86,397.70,0
9000.692,408.10,448.86,397.70,0
9000.739,397.03,524.15,349.57,0
9000.771,397.03,524.15,349.57,0
9000.802,397.03,524.15,349.57,0
