set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
12074.119,272.68,464.22,415.36,0
12074.15,272.68,464.22,415.36,0
12074.192,269.28,492.31,397.86,0
12074.223,269.28,492.31,397.86,0
12074.255,269.28,492.31,397.86,0
12074.302,271.26,463.99,397.50,0
12074.333,271.26,463.99,397.50,0
12074.38,269.06,512.32,414.56,0
12074.411,269.06,512.32,414.56,0
12074.458,265.90,479.16,393.42,0
12074.489,265.90,479.16,393.42,0
12074.536,268.58,480.93,395.48,0
12074.567,268.58,480.93,395.48,0
12074.614,267.68,468.51,431.43,0
12074.645,267.68,468.51,431.43,0
12074.692,264.16,510.06,428.40,0
12074.739,264.16,510.06,428.40,0
12074.77,271.04,428.19,408.54,0
12074.802,271.04,428.19,408.54,0
12074.864,267.18,495.15,390.07,0
12074.911,267.18,495.15,390.07,0
12074.958,266.76,467.95,402.34,0
12075.005,266.76,467.95,402.34,0
12075.036,266.54,479.94,402.57,0
12075.083,266.54,479.94,402.57,0
12075.13,263.79,508.75,391.74,0
12075.161,263.79,508.75,391.74,0
12075.208,266.12,475.80,423.26,0
12075.239,266.12,475.80,423.26,0
12075.27,266.12,475.80,423.26,0
12075.317,266.86,475.90,403.45,0
12075.348,266.86,475.90,403.45,0
12075.427,266.29,496.49,396.72,0
12075.474,270.94,458.59,374.00,0
12075.52,270.94,458.59,374.00,0
12075.567,271.14,494.95,434.97,0
12075.614,265.79,502.33,387.12,0
12075.677,265.79,502.33,387.12,0
12075.708,288.59,452.97,393.50,0
12075.755,288.59,452.97,393.50,0
12075.786,270.41,480.41,412.01,0
12075.833,270.41,480.41,412.01,0
12075.864,267.88,473.29,449.83,0
12075.911,267.88,473.29,449.83,0
12075.958,270.13,421.65,429.45,0
12076.005,270.13,421.65,429.45,0
12076.067,264.99,496.55,411.95,0
12076.099,264.99,496.55,411.95,0
12076.145,265.88,494.62,412.13,0
12076.187,265.88,494.62,412.13,0
12076.234,271.04,442.71,398.87,0
12076.281,271.04,442.71,398.87,0
12076.328,267.08,470.50,432.86,0
12076.375,268.97,454.92,424.23,0
12076.437,268.97,454.92,424.23,0
12076.5,264.07,495.27,372.21,0
12076.531,272.20,447.02,435.68,0
12076.578,272.20,447.02,435.68,0
12076.625,269.56,1732.74,410.33,0
12076.656,269.56,1732.74,410.33,0
12076.719,267.82,1907.41,433.01,1464.7001
12076.766,267.82,1907.41,433.01,0
12076.812,265.62,1878.23,395.98,0
12076.859,265.62,1878.23,395.98,0
12076.922,267.98,1845.26,382.20,0
12076.984,269.18,1858.60,409.81,0
12077.031,269.18,1858.60,409.81,0
12077.063,272.68,1867.29,443.16,0
12077.109,272.68,1867.29,443.16,0
12077.141,269.21,1862.19,427.01,0
12077.172,269.21,1862.19,427.01,0
12077.234,274.13,1826.68,416.81,0
12077.266,274.13,1826.68,416.81,0
12077.312,268.84,1869.50,422.20,0
12077.344,268.84,1869.50,422.20,0
12077.391,276.57,1855.95,458.24,0
12077.422,276.57,1855.95,458.24,0
12077.469,273.25,1860.47,435.25,0
12077.5,273.25,1860.47,435.25,0
12077.531,273.25,1860.47,435.25,0
12077.578,276.25,1849.93,385.40,0
12077.625,276.25,1849.93,385.40,0
