set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
11907.89,275.95,470.57,409.10,0
11907.937,275.95,470.57,409.10,0
11907.984,272.67,440.26,415.38,0
11908.015,272.67,440.26,415.38,0
11908.046,267.73,481.27,417.64,0
11908.093,267.73,481.27,417.64,0
11908.125,272.64,450.15,437.56,0
11908.156,272.64,450.15,437.56,0
11908.198,272.64,450.15,437.56,0
11908.245,270.23,487.95,422.01,0
11908.292,269.07,462.72,363.30,0
11908.323,269.07,462.72,363.30,0
11908.354,269.07,462.72,363.30,0
11908.401,269.62,457.63,413.39,0
11908.432,269.62,457.63,413.39,0
11908.495,273.55,441.72,407.71,0
11908.526,273.55,441.72,407.71,0
11908.573,268.58,459.71,409.81,0
11908.604,268.58,459.71,409.81,0
11908.651,267.41,464.48,407.53,0
11908.682,267.41,464.48,407.53,0
11908.729,269.99,483.24,419.96,0
11908.776,269.99,483.24,419.96,0
11908.823,271.37,497.12,430.30,0
11908.885,269.61,475.11,361.22,0
11908.917,269.61,475.11,361.22,0
11908.948,269.61,475.11,361.22,0
11908.995,278.38,477.94,362.12,0
11909.042,278.38,477.94,362.12,0
11909.073,270.37,483.01,421.36,0
11909.104,270.37,483.01,421.36,0
11909.151,272.54,472.75,411.47,0
11909.182,272.54,472.75,411.47,0
11909.229,273.81,472.83,413.46,0
11909.276,273.81,472.83,413.46,0
11909.323,267.74,473.98,382.74,0
11909.37,267.74,473.98,382.74,0
11909.401,268.08,474.80,440.39,0
11909.448,268.08,474.80,440.39,0
11909.479,290.78,487.75,405.67,0
11909.526,290.78,487.75,405.67,0
11909.573,271.60,489.85,419.66,0
11909.604,271.60,489.85,419.66,0
11909.651,268.86,484.26,408.77,0
11909.682,268.86,484.26,408.77,0
11909.745,268.25,478.96,429.55,0
11909.776,268.25,478.96,429.55,0
11909.823,268.00,483.22,415.59,0
11909.854,268.00,483.22,415.59,0
11909.901,272.85,437.56,431.03,0
11909.932,272.85,437.56,431.03,0
11909.981,270.38,482.42,438.34,0
11910.012,270.38,482.42,438.34,0
11910.059,269.16,1003.12,367.21,0
11910.106,269.16,1003.12,367.21,0
11910.137,269.50,1830.57,362.75,0
11910.179,269.50,1830.57,362.75,0
11910.211,273.05,1860.91,404.43,1423.3501
11910.242,273.05,1860.91,404.43,0
11910.289,273.05,1860.91,404.43,0
11910.32,268.76,1853.71,409.27,0
11910.382,269.18,1859.20,410.23,0
11910.429,269.18,1859.20,410.23,0
11910.461,272.69,1815.12,372.14,0
11910.492,272.69,1815.12,372.14,0
11910.523,272.69,1815.12,372.14,0
11910.57,267.13,1898.29,415.58,0
11910.617,267.13,1898.29,415.58,0
11910.648,271.14,1881.53,435.97,0
11910.679,271.14,1881.53,435.97,0
11910.711,269.86,1856.56,374.48,0
11910.757,269.86,1856.56,374.48,0
11910.804,267.29,1905.68,409.43,0
11910.836,267.29,1905.68,409.43,0
11910.898,269.23,1865.82,365.29,0
11910.929,269.23,1865.82,365.29,0
11910.961,266.65,1891.10,416.23,0
11911.007,266.65,1891.10,416.23,0
11911.054,271.48,1850.58,423.00,0
11911.086,271.48,1850.58,423.00,0
11911.117,271.48,1850.58,423.00,0
11911.148,269.67,1877.55,410.22,0
11911.19,269.67,1877.55,410.22,0
11911.221,267.14,1865.16,357.94,0
11911.268,267.14,1865.16,357.94,0
11911.299,272.66,1868.12,442.49,0
11911.362,272.66,1868.12,442.49,0
11911.393,270.58,1857.27,435.62,0
11911.44,270.58,1857.27,435.62,0
11911.471,271.01,1869.33,438.92,0
11911.518,271.01,1869.33,438.92,0
11911.55,270.99,1852.47,411.85,0
11911.596,270.99,1852.47,411.85,0
11911.628,268.00,1882.57,410.13,0
11911.675,268.00,1882.57,410.13,0
11911.721,271.39,1851.70,411.21,0
11911.753,271.39,1851.70,411.21,0
11911.784,271.39,1851.70,411.21,0
11911.815,263.41,1881.35,390.72,0
11911.846,263.41,1881.35,390.72,0
11911.878,269.50,1865.81,440.54,0
11911.925,269.50,1865.81,440.54,0
11911.971,265.76,1878.17,414.73,0
11912.018,265.76,1878.17,414.73,0
11912.05,270.36,1853.32,441.51,0
11912.081,270.36,1853.32,441.51,0
11912.128,270.36,1853.32,441.51,0
11912.159,272.46,1860.37,433.47,0
11912.221,268.61,1864.57,437.06,0
11912.253,268.61,1864.57,437.06,0
11912.3,269.09,1869.38,409.49,0
11912.331,269.09,1869.38,409.49,0
11912.378,269.09,1869.38,409.49,0
11912.409,268.42,1882.08,418.52,0
11912.456,268.42,1882.08,418.52,0
11912.487,271.70,1865.95,430.62,0
11912.534,271.70,1865.95,430.62,0
11912.581,270.63,1891.12,469.34,0
11912.612,270.63,1891.12,469.34,0
11912.643,266.34,1878.91,415.15,0
11912.69,266.34,1878.91,415.15,0
11912.737,268.68,1842.98,384.46,0
11912.784,268.68,1842.98,384.46,0
11912.831,268.04,1876.03,414.54,0
11912.878,268.04,1876.03,414.54,0
11912.909,266.88,1858.79,420.16,0
