set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
11785.48,291.54,475.55,426.21,0
11785.511,290.75,489.41,405.07,0
11785.558,290.75,489.41,405.07,0
11785.589,285.96,493.45,428.91,0
11785.651,284.05,474.05,463.68,0
11785.698,284.05,474.05,463.68,0
11785.745,283.37,483.87,391.93,0
11785.776,283.37,483.87,391.93,0
11785.823,286.41,526.29,431.08,0
11785.855,286.41,526.29,431.08,0
11785.886,286.41,526.29,431.08,0
11785.933,284.57,508.55,434.20,0
11785.964,284.57,508.55,434.20,0
11786.026,278.49,465.54,401.50,0
11786.073,291.01,466.67,463.81,0
11786.12,291.01,466.67,463.81,0
11786.151,293.69,447.44,401.84,0
11786.21,293.69,447.44,401.84,0
11786.241,288.35,459.18,415.43,0
11786.288,288.35,459.18,415.43,0
11786.319,285.41,470.78,403.85,0
11786.366,285.41,470.78,403.85,0
11786.398,288.23,494.00,409.02,0
11786.445,288.23,494.00,409.02,0
11786.491,288.25,467.35,382.69,0
11786.538,288.25,467.35,382.69,0
11786.569,283.98,516.83,392.39,0
11786.616,283.98,516.83,392.39,0
11786.648,281.53,465.90,424.59,0
11786.694,281.53,465.90,424.59,0
11786.741,277.45,478.52,397.25,0
11786.773,277.45,478.52,397.25,0
11786.804,277.45,478.52,397.25,0
11786.851,268.44,514.02,399.16,0
11786.882,268.44,514.02,399.16,0
11786.929,272.63,497.46,391.83,0
11786.96,272.63,497.46,391.83,0
11787.007,274.04,502.45,414.40,0
11787.054,274.04,502.45,414.40,0
11787.101,301.12,453.16,400.34,0
11787.132,301.12,453.16,400.34,0
11787.168,285.75,516.78,401.33,0
11787.221,285.75,516.78,401.33,0
11787.268,275.89,485.17,432.60,0
11787.299,275.89,485.17,432.60,0
11787.33,277.03,459.31,425.78,0
11787.377,277.03,459.31,425.78,0
11787.424,277.69,480.72,397.94,0
11787.455,277.69,480.72,397.94,0
11787.487,277.69,480.72,397.94,0
11787.533,284.19,482.75,429.33,0
11787.58,284.19,482.75,429.33,0
11787.627,272.69,488.20,437.90,0
11787.674,276.53,461.19,389.11,0
11787.705,276.53,461.19,389.11,0
11787.752,286.98,445.37,419.35,0
11787.783,286.98,445.37,419.35,0
11787.83,286.98,445.37,419.35,0
11787.877,282.06,515.64,428.54,0
11787.924,275.10,1875.17,376.67,0
11787.955,275.10,1875.17,376.67,0
11788.002,270.58,1866.99,390.99,0
11788.033,270.58,1866.99,390.99,0
11788.08,270.58,1866.99,390.99,0
11788.112,286.27,1883.17,419.10,1437.8
11788.158,286.27,1883.17,419.10,0
11788.19,290.56,1853.34,398.35,0
11788.237,290.56,1853.34,398.35,0
11788.268,283.26,1857.38,428.54,0
11788.299,283.26,1857.38,428.54,0
11788.346,276.24,1874.58,437.72,0
11788.377,276.24,1874.58,437.72,0
11788.424,281.52,1839.81,359.17,0
11788.471,281.52,1839.81,359.17,0
11788.502,282.31,1897.02,423.62,0
11788.549,282.31,1897.02,423.62,0
11788.58,291.26,1885.47,457.08,0
11788.612,291.26,1885.47,457.08,0
11788.674,274.34,1863.17,409.86,0
11788.705,274.34,1863.17,409.86,0
11788.752,277.79,1860.44,405.59,0
11788.783,277.79,1860.44,405.59,0
11788.83,277.79,1860.44,405.59,0
11788.877,286.83,1848.46,416.75,0
11788.924,291.65,1860.33,405.17,0
11788.955,291.65,1860.33,405.17,0
11789.002,288.48,1861.86,407.52,0
11789.033,288.48,1861.86,407.52,0
11789.08,288.48,1861.86,407.52,0
11789.112,287.18,1895.53,437.68,0
11789.159,287.18,1895.53,437.68,0
11789.201,288.49,1865.07,417.94,0
11789.232,288.49,1865.07,417.94,0
11789.263,293.63,1842.70,425.69,0
11789.326,293.13,1854.28,422.23,0
11789.357,293.13,1854.28,422.23,0
11789.404,293.13,1854.28,422.23,0
11789.435,275.16,1876.32,422.14,0
11789.482,275.16,1876.32,422.14,0
11789.513,275.66,1910.05,434.84,0
11789.56,275.66,1910.05,434.84,0
11789.591,279.64,1904.91,474.85,0
11789.654,279.64,1904.91,474.85,0
11789.701,285.43,1870.84,432.66,0
11789.747,289.47,1866.22,413.84,0
11789.779,289.47,1866.22,413.84,0
11789.826,286.27,1873.44,375.51,0
11789.857,286.27,1873.44,375.51,0
11789.904,286.27,1873.44,375.51,0
11789.935,273.83,1852.81,396.33,0
11789.982,273.83,1852.81,396.33,0
11790.013,278.61,1850.28,400.64,0
11790.06,278.61,1850.28,400.64,0
11790.107,287.11,1852.65,416.17,0
11790.138,287.11,1852.65,416.17,0
11790.185,289.07,1874.92,427.64,0
11790.232,289.07,1874.92,427.64,0
11790.263,286.37,1861.49,399.03,0
11790.31,286.37,1861.49,399.03,0
11790.341,271.70,1877.37,413.87,0
11790.388,271.70,1877.37,413.87,0
11790.419,280.18,1885.51,418.92,0
11790.466,280.18,1885.51,418.92,0
11790.498,279.08,1833.64,365.04,0
11790.544,279.08,1833.64,365.04,0
11790.576,273.49,1863.26,410.40,0
11790.623,273.49,1863.26,410.40,0
11790.654,273.49,1863.26,410.40,0
11790.701,275.70,1860.03,393.38,0
11790.732,275.70,1860.03,393.38,0
11790.779,288.18,1879.41,393.24,0
11790.81,288.18,1879.41,393.24,0
11790.888,285.06,1861.13,409.23,0
