set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
9508.256,397.17,482.49,322.60,0
9508.303,397.96,506.02,363.29,0
9508.35,397.96,506.02,363.29,0
9508.397,398.39,489.82,378.75,0
9508.444,398.39,489.82,378.75,0
9508.49,401.15,448.53,361.29,0
9508.537,401.15,448.53,361.29,0
9508.6,394.94,507.78,365.36,0
9508.647,398.07,503.11,358.05,0
9508.694,398.07,503.11,358.05,0
9508.74,392.62,487.42,320.81,0
9508.787,392.62,487.42,320.81,0
9508.834,394.94,495.83,383.59,0
9508.865,394.94,495.83,383.59,0
9508.912,392.87,477.03,347.72,0
9508.944,392.87,477.03,347.72,0
9508.975,393.15,491.06,366.92,0
9509.022,393.15,491.06,366.92,0
9509.084,392.08,499.60,334.29,0
9509.115,392.08,499.60,334.29,0
9509.162,392.87,484.77,351.15,0
9509.194,392.87,484.77,351.15,0
9509.24,397.21,480.11,395.29,0
9509.287,397.21,480.11,395.29,0
9509.334,402.61,483.90,368.91,0
9509.381,402.61,483.90,368.91,0
9509.428,395.72,484.17,376.62,0
9509.459,395.72,484.17,376.62,0
9509.49,389.31,504.87,372.21,0
9509.537,389.31,504.87,372.21,0
9509.584,389.58,502.28,383.67,0
9509.615,389.58,502.28,383.67,0
9509.662,389.58,502.28,383.67,0
9509.694,390.78,481.92,318.01,0
9509.725,390.78,481.92,318.01,0
9509.772,393.21,493.41,396.34,0
9509.803,393.21,493.41,396.34,0
9509.881,406.80,491.61,378.68,0
9509.928,397.92,529.66,367.33,0
9509.975,397.92,529.66,367.33,0
9510.006,399.38,431.59,358.18,0
9510.053,399.38,431.59,358.18,0
9510.1,394.82,481.44,352.13,0
9510.131,394.82,481.44,352.13,0
9510.163,389.99,525.02,370.80,0
9510.204,389.99,525.02,370.80,0
9510.251,392.83,506.84,386.55,0
9510.282,392.83,506.84,386.55,0
9510.314,392.83,506.84,386.55,0
9510.376,392.06,495.95,368.34,0
9510.407,398.15,474.63,391.97,0
